Total of planted triclusters: 6
Number of planted numeric triclusters: 2
Number of planted symbolic triclusters: 1
Number of planted mixed triclusters: 3
Tricluster coverage: 11.208333333333332%
Missing values on dataset: 0.0%
Noise values on dataset: 0.0%
Errors on dataset: 0.0%


*** Numeric triclusters *** 

Tricluster #1
 (277, 5, 2), X=[0,3,6,9,15,17,22,24,36,42,50,58,66,67,75,78,94,101,118,119,124,131,132,133,134,135,137,138,139,143,145,151,153,154,157,158,167,178,185,191,192,193,195,200,202,220,239,246,247,249,255,264,284,296,299,315,319,322,328,333,337,340,341,355,356,359,365,366,369,377,390,392,395,397,405,406,408,410,415,433,437,440,443,448,450,455,463,465,468,469,474,475,477,483,484,488,514,517,519,520,521,522,524,527,529,531,553,557,561,571,572,580,582,586,598,599,601,602,608,612,613,623,624,629,634,638,642,647,648,657,675,679,681,705,718,722,729,731,732,735,739,747,749,757,763,777,789,792,807,816,830,838,839,840,841,843,848,849,850,854,856,866,868,871,876,902,917,934,935,944,949,953,962,964,965,977,979,982,984,985,997,1003,1008,1014,1018,1024,1030,1037,1046,1060,1064,1066,1078,1091,1093,1097,1098,1108,1119,1123,1127,1129,1134,1137,1138,1144,1149,1151,1160,1163,1164,1169,1170,1180,1182,1186,1187,1199,1200,1203,1206,1209,1214,1215,1221,1223,1224,1230,1233,1238,1255,1259,1261,1263,1264,1279,1280,1281,1284,1287,1288,1289,1294,1301,1303,1308,1314,1317,1322,1325,1335,1350,1360,1361,1376,1378,1380,1386,1407,1413,1421,1426,1429,1442,1446,1456,1459,1462,1467,1470,1477,1482,1483,1484,1488,1493,1497], Y=[0,2,4,5,6], Z=[0,1], RowPattern=Constant, ColumnPattern=None, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0, PlaidCoherency=No Overlapping

Context: 0
X	y0	y2	y4	y5	y6	
x1214	0.36	3.42	6.58	3.4	3.07	
x1215	0.36	3.42	6.58	3.4	3.07	
x1221	0.36	3.42	6.58	3.4	3.07	
x1223	0.36	3.42	6.58	3.4	3.07	
x1224	0.36	3.42	6.58	3.4	3.07	
x1230	0.36	3.42	6.58	3.4	3.07	
x1233	0.36	3.42	6.58	3.4	3.07	
x1238	0.36	3.42	6.58	3.4	3.07	
x1255	0.36	3.42	6.58	3.4	3.07	
x1259	0.36	3.42	6.58	3.4	3.07	
x1261	0.36	3.42	6.58	3.4	3.07	
x1263	0.36	3.42	6.58	3.4	3.07	
x1264	0.36	3.42	6.58	3.4	3.07	
x1279	0.36	3.42	6.58	3.4	3.07	
x1280	0.36	3.42	6.58	3.4	3.07	
x1281	0.36	3.42	6.58	3.4	3.07	
x1284	0.36	3.42	6.58	3.4	3.07	
x1287	0.36	3.42	6.58	3.4	3.07	
x1288	0.36	3.42	6.58	3.4	3.07	
x1289	0.36	3.42	6.58	3.4	3.07	
x1294	0.36	3.42	6.58	3.4	3.07	
x1301	0.36	3.42	6.58	3.4	3.07	
x1303	0.36	3.42	6.58	3.4	3.07	
x1308	0.36	3.42	6.58	3.4	3.07	
x1314	0.36	3.42	6.58	3.4	3.07	
x1317	0.36	3.42	6.58	3.4	3.07	
x1322	0.36	3.42	6.58	3.4	3.07	
x1325	0.36	3.42	6.58	3.4	3.07	
x1335	0.36	3.42	6.58	3.4	3.07	
x1350	0.36	3.42	6.58	3.4	3.07	
x1360	0.36	3.42	6.58	3.4	3.07	
x1361	0.36	3.42	6.58	3.4	3.07	
x1376	0.36	3.42	6.58	3.4	3.07	
x1378	0.36	3.42	6.58	3.4	3.07	
x1380	0.36	3.42	6.58	3.4	3.07	
x1386	0.36	3.42	6.58	3.4	3.07	
x1407	0.36	3.42	6.58	3.4	3.07	
x1413	0.36	3.42	6.58	3.4	3.07	
x1421	0.36	3.42	6.58	3.4	3.07	
x1426	0.36	3.42	6.58	3.4	3.07	
x1429	0.36	3.42	6.58	3.4	3.07	
x1442	0.36	3.42	6.58	3.4	3.07	
x1446	0.36	3.42	6.58	3.4	3.07	
x1456	0.36	3.42	6.58	3.4	3.07	
x1459	0.36	3.42	6.58	3.4	3.07	
x1462	0.36	3.42	6.58	3.4	3.07	
x1467	0.36	3.42	6.58	3.4	3.07	
x1470	0.36	3.42	6.58	3.4	3.07	
x1477	0.36	3.42	6.58	3.4	3.07	
x1482	0.36	3.42	6.58	3.4	3.07	
x1483	0.36	3.42	6.58	3.4	3.07	
x1484	0.36	3.42	6.58	3.4	3.07	
x1488	0.36	3.42	6.58	3.4	3.07	
x1493	0.36	3.42	6.58	3.4	3.07	
x1497	0.36	3.42	6.58	3.4	3.07	

Tricluster #2
 (152, 2, 2), X=[20,77,107,110,123,124,133,139,142,144,151,157,160,174,176,191,196,224,233,258,273,274,276,277,284,285,286,291,296,305,314,315,337,367,374,376,394,397,417,418,419,422,433,434,436,448,456,483,490,524,540,542,562,563,584,589,603,624,627,660,666,668,687,690,693,697,716,719,738,763,776,783,791,802,814,815,816,828,840,845,847,848,849,858,861,878,885,893,899,904,916,919,923,924,929,942,944,946,962,970,1022,1033,1034,1037,1044,1045,1075,1077,1080,1082,1086,1093,1096,1103,1105,1114,1115,1164,1172,1173,1175,1176,1182,1191,1193,1195,1209,1217,1235,1236,1237,1246,1247,1280,1288,1289,1290,1301,1311,1312,1329,1333,1336,1338,1352,1393,1411,1415,1430,1444,1452,1485], Y=[8,9], Z=[1,2], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Multiplicative, Seed=7.58,  RowFactors=[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1], ColumnFactors=[1,1], ContextFactors=[0.9,0.99] %Missings=0, %Noise=0, %Errors=0, PlaidCoherency=No Overlapping

Context: 1
X	y8	y9	
x20	6.82	6.82	
x77	6.82	6.82	
x107	6.82	6.82	
x110	6.82	6.82	
x123	6.82	6.82	
x124	6.82	6.82	
x133	6.82	6.82	
x139	6.82	6.82	
x142	6.82	6.82	
x144	6.82	6.82	
x151	6.82	6.82	
x157	6.82	6.82	
x160	6.82	6.82	
x174	6.82	6.82	
x176	6.82	6.82	
x191	6.82	6.82	
x196	6.82	6.82	
x224	6.82	6.82	
x233	6.82	6.82	
x258	6.82	6.82	
x273	6.82	6.82	
x274	6.82	6.82	
x276	6.82	6.82	
x277	6.82	6.82	
x284	6.82	6.82	
x285	6.82	6.82	
x286	6.82	6.82	
x291	6.82	6.82	
x296	6.82	6.82	
x305	6.82	6.82	
x314	6.82	6.82	
x315	6.82	6.82	
x337	6.82	6.82	
x367	6.82	6.82	
x374	6.82	6.82	
x376	6.82	6.82	
x394	6.82	6.82	
x397	6.82	6.82	
x417	6.82	6.82	
x418	6.82	6.82	
x419	6.82	6.82	
x422	6.82	6.82	
x433	6.82	6.82	
x434	6.82	6.82	
x436	6.82	6.82	
x448	6.82	6.82	
x456	6.82	6.82	
x483	6.82	6.82	
x490	6.82	6.82	
x524	6.82	6.82	
x540	6.82	6.82	
x542	6.82	6.82	
x562	6.82	6.82	
x563	6.82	6.82	
x584	6.82	6.82	
x589	6.82	6.82	
x603	6.82	6.82	
x624	6.82	6.82	
x627	6.82	6.82	
x660	6.82	6.82	
x666	6.82	6.82	
x668	6.82	6.82	
x687	6.82	6.82	
x690	6.82	6.82	
x693	6.82	6.82	
x697	6.82	6.82	
x716	6.82	6.82	
x719	6.82	6.82	
x738	6.82	6.82	
x763	6.82	6.82	
x776	6.82	6.82	
x783	6.82	6.82	
x791	6.82	6.82	
x802	6.82	6.82	
x814	6.82	6.82	
x815	6.82	6.82	
x816	6.82	6.82	
x828	6.82	6.82	
x840	6.82	6.82	
x845	6.82	6.82	
x847	6.82	6.82	
x848	6.82	6.82	
x849	6.82	6.82	
x858	6.82	6.82	
x861	6.82	6.82	
x878	6.82	6.82	
x885	6.82	6.82	
x893	6.82	6.82	
x899	6.82	6.82	
x904	6.82	6.82	
x916	6.82	6.82	
x919	6.82	6.82	
x923	6.82	6.82	
x924	6.82	6.82	
x929	6.82	6.82	
x942	6.82	6.82	
x944	6.82	6.82	
x946	6.82	6.82	
x962	6.82	6.82	
x970	6.82	6.82	
x1022	6.82	6.82	
x1033	6.82	6.82	
x1034	6.82	6.82	
x1037	6.82	6.82	
x1044	6.82	6.82	
x1045	6.82	6.82	
x1075	6.82	6.82	
x1077	6.82	6.82	
x1080	6.82	6.82	
x1082	6.82	6.82	
x1086	6.82	6.82	
x1093	6.82	6.82	
x1096	6.82	6.82	
x1103	6.82	6.82	
x1105	6.82	6.82	
x1114	6.82	6.82	
x1115	6.82	6.82	
x1164	6.82	6.82	
x1172	6.82	6.82	
x1173	6.82	6.82	
x1175	6.82	6.82	
x1176	6.82	6.82	
x1182	6.82	6.82	
x1191	6.82	6.82	
x1193	6.82	6.82	
x1195	6.82	6.82	
x1209	6.82	6.82	
x1217	6.82	6.82	
x1235	6.82	6.82	
x1236	6.82	6.82	
x1237	6.82	6.82	
x1246	6.82	6.82	
x1247	6.82	6.82	
x1280	6.82	6.82	
x1288	6.82	6.82	
x1289	6.82	6.82	
x1290	6.82	6.82	
x1301	6.82	6.82	
x1311	6.82	6.82	
x1312	6.82	6.82	
x1329	6.82	6.82	
x1333	6.82	6.82	
x1336	6.82	6.82	
x1338	6.82	6.82	
x1352	6.82	6.82	
x1393	6.82	6.82	
x1411	6.82	6.82	
x1415	6.82	6.82	
x1430	6.82	6.82	
x1444	6.82	6.82	
x1452	6.82	6.82	
x1485	6.82	6.82	

Context: 2
X	y8	y9	
x20	7.52	7.52	
x77	7.52	7.52	
x107	7.52	7.52	
x110	7.52	7.52	
x123	7.52	7.52	
x124	7.52	7.52	
x133	7.52	7.52	
x139	7.52	7.52	
x142	7.52	7.52	
x144	7.52	7.52	
x151	7.52	7.52	
x157	7.52	7.52	
x160	7.52	7.52	
x174	7.52	7.52	
x176	7.52	7.52	
x191	7.52	7.52	
x196	7.52	7.52	
x224	7.52	7.52	
x233	7.52	7.52	
x258	7.52	7.52	
x273	7.52	7.52	
x274	7.52	7.52	
x276	7.52	7.52	
x277	7.52	7.52	
x284	7.52	7.52	
x285	7.52	7.52	
x286	7.52	7.52	
x291	7.52	7.52	
x296	7.52	7.52	
x305	7.52	7.52	
x314	7.52	7.52	
x315	7.52	7.52	
x337	7.52	7.52	
x367	7.52	7.52	
x374	7.52	7.52	
x376	7.52	7.52	
x394	7.52	7.52	
x397	7.52	7.52	
x417	7.52	7.52	
x418	7.52	7.52	
x419	7.52	7.52	
x422	7.52	7.52	
x433	7.52	7.52	
x434	7.52	7.52	
x436	7.52	7.52	
x448	7.52	7.52	
x456	7.52	7.52	
x483	7.52	7.52	
x490	7.52	7.52	
x524	7.52	7.52	
x540	7.52	7.52	
x542	7.52	7.52	
x562	7.52	7.52	
x563	7.52	7.52	
x584	7.52	7.52	
x589	7.52	7.52	
x603	7.52	7.52	
x624	7.52	7.52	
x627	7.52	7.52	
x660	7.52	7.52	
x666	7.52	7.52	
x668	7.52	7.52	
x687	7.52	7.52	
x690	7.52	7.52	
x693	7.52	7.52	
x697	7.52	7.52	
x716	7.52	7.52	
x719	7.52	7.52	
x738	7.52	7.52	
x763	7.52	7.52	
x776	7.52	7.52	
x783	7.52	7.52	
x791	7.52	7.52	
x802	7.52	7.52	
x814	7.52	7.52	
x815	7.52	7.52	
x816	7.52	7.52	
x828	7.52	7.52	
x840	7.52	7.52	
x845	7.52	7.52	
x847	7.52	7.52	
x848	7.52	7.52	
x849	7.52	7.52	
x858	7.52	7.52	
x861	7.52	7.52	
x878	7.52	7.52	
x885	7.52	7.52	
x893	7.52	7.52	
x899	7.52	7.52	
x904	7.52	7.52	
x916	7.52	7.52	
x919	7.52	7.52	
x923	7.52	7.52	
x924	7.52	7.52	
x929	7.52	7.52	
x942	7.52	7.52	
x944	7.52	7.52	
x946	7.52	7.52	
x962	7.52	7.52	
x970	7.52	7.52	
x1022	7.52	7.52	
x1033	7.52	7.52	
x1034	7.52	7.52	
x1037	7.52	7.52	
x1044	7.52	7.52	
x1045	7.52	7.52	
x1075	7.52	7.52	
x1077	7.52	7.52	
x1080	7.52	7.52	
x1082	7.52	7.52	
x1086	7.52	7.52	
x1093	7.52	7.52	
x1096	7.52	7.52	
x1103	7.52	7.52	
x1105	7.52	7.52	
x1114	7.52	7.52	
x1115	7.52	7.52	
x1164	7.52	7.52	
x1172	7.52	7.52	
x1173	7.52	7.52	
x1175	7.52	7.52	
x1176	7.52	7.52	
x1182	7.52	7.52	
x1191	7.52	7.52	
x1193	7.52	7.52	
x1195	7.52	7.52	
x1209	7.52	7.52	
x1217	7.52	7.52	
x1235	7.52	7.52	
x1236	7.52	7.52	
x1237	7.52	7.52	
x1246	7.52	7.52	
x1247	7.52	7.52	
x1280	7.52	7.52	
x1288	7.52	7.52	
x1289	7.52	7.52	
x1290	7.52	7.52	
x1301	7.52	7.52	
x1311	7.52	7.52	
x1312	7.52	7.52	
x1329	7.52	7.52	
x1333	7.52	7.52	
x1336	7.52	7.52	
x1338	7.52	7.52	
x1352	7.52	7.52	
x1393	7.52	7.52	
x1411	7.52	7.52	
x1415	7.52	7.52	
x1430	7.52	7.52	
x1444	7.52	7.52	
x1452	7.52	7.52	
x1485	7.52	7.52	


*** Symbolic triclusters *** 

Tricluster #0
(246, 5, 2), X=[3,4,5,10,15,18,19,21,29,34,42,49,52,55,61,62,75,79,82,86,96,107,120,123,125,137,149,150,155,161,171,177,180,192,203,210,214,219,233,236,248,249,252,258,267,272,275,283,292,299,302,313,319,321,342,351,352,357,361,368,374,381,391,406,408,411,427,431,432,434,435,438,452,463,473,475,477,481,482,500,501,509,518,527,528,545,550,552,561,569,577,583,589,591,594,601,602,604,606,609,611,615,620,636,637,639,642,643,644,653,654,661,674,684,689,690,691,706,713,719,731,750,754,757,759,760,761,763,771,773,778,779,784,797,804,806,829,830,834,835,839,840,863,864,871,875,882,885,890,909,918,920,927,940,942,945,958,961,964,976,993,994,1003,1004,1007,1009,1014,1017,1025,1028,1031,1035,1055,1071,1086,1094,1099,1104,1109,1112,1118,1126,1133,1138,1141,1145,1146,1147,1152,1160,1175,1182,1183,1184,1186,1201,1203,1211,1213,1217,1220,1233,1239,1241,1242,1255,1264,1265,1266,1268,1275,1276,1287,1289,1297,1299,1302,1309,1315,1316,1322,1324,1344,1348,1352,1353,1362,1363,1364,1366,1371,1372,1377,1384,1396,1412,1420,1424,1435,1441,1450,1455,1468,1479,1483,1498], Y=[12,14,15,17,19], Z=[0,1], RowPattern=Constant, ColumnPattern=None, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0 PlaidCoherency=None

Context: 0
X	y12	y14	y15	y17	y19	
x3	b	c	a	b	c	
x4	b	c	a	b	c	
x5	b	c	a	b	c	
x10	b	c	a	b	c	
x15	b	c	a	b	c	
x18	b	c	a	b	c	
x19	b	c	a	b	c	
x21	b	c	a	b	c	
x29	b	c	a	b	c	
x34	b	c	a	b	c	
x42	b	c	a	b	c	
x49	b	c	a	b	c	
x52	b	c	a	b	c	
x55	b	c	a	b	c	
x61	b	c	a	b	c	
x62	b	c	a	b	c	
x75	b	c	a	b	c	
x79	b	c	a	b	c	
x82	b	c	a	b	c	
x86	b	c	a	b	c	
x96	b	c	a	b	c	
x107	b	c	a	b	c	
x120	b	c	a	b	c	
x123	b	c	a	b	c	
x125	b	c	a	b	c	
x137	b	c	a	b	c	
x149	b	c	a	b	c	
x150	b	c	a	b	c	
x155	b	c	a	b	c	
x161	b	c	a	b	c	
x171	b	c	a	b	c	
x177	b	c	a	b	c	
x180	b	c	a	b	c	
x192	b	c	a	b	c	
x203	b	c	a	b	c	
x210	b	c	a	b	c	
x214	b	c	a	b	c	
x219	b	c	a	b	c	
x233	b	c	a	b	c	
x236	b	c	a	b	c	
x248	b	c	a	b	c	
x249	b	c	a	b	c	
x252	b	c	a	b	c	
x258	b	c	a	b	c	
x267	b	c	a	b	c	
x272	b	c	a	b	c	
x275	b	c	a	b	c	
x283	b	c	a	b	c	
x292	b	c	a	b	c	
x299	b	c	a	b	c	
x302	b	c	a	b	c	
x313	b	c	a	b	c	
x319	b	c	a	b	c	
x321	b	c	a	b	c	
x342	b	c	a	b	c	
x351	b	c	a	b	c	
x352	b	c	a	b	c	
x357	b	c	a	b	c	
x361	b	c	a	b	c	
x368	b	c	a	b	c	
x374	b	c	a	b	c	
x381	b	c	a	b	c	
x391	b	c	a	b	c	
x406	b	c	a	b	c	
x408	b	c	a	b	c	
x411	b	c	a	b	c	
x427	b	c	a	b	c	
x431	b	c	a	b	c	
x432	b	c	a	b	c	
x434	b	c	a	b	c	
x435	b	c	a	b	c	
x438	b	c	a	b	c	
x452	b	c	a	b	c	
x463	b	c	a	b	c	
x473	b	c	a	b	c	
x475	b	c	a	b	c	
x477	b	c	a	b	c	
x481	b	c	a	b	c	
x482	b	c	a	b	c	
x500	b	c	a	b	c	
x501	b	c	a	b	c	
x509	b	c	a	b	c	
x518	b	c	a	b	c	
x527	b	c	a	b	c	
x528	b	c	a	b	c	
x545	b	c	a	b	c	
x550	b	c	a	b	c	
x552	b	c	a	b	c	
x561	b	c	a	b	c	
x569	b	c	a	b	c	
x577	b	c	a	b	c	
x583	b	c	a	b	c	
x589	b	c	a	b	c	
x591	b	c	a	b	c	
x594	b	c	a	b	c	
x601	b	c	a	b	c	
x602	b	c	a	b	c	
x604	b	c	a	b	c	
x606	b	c	a	b	c	
x609	b	c	a	b	c	
x611	b	c	a	b	c	
x615	b	c	a	b	c	
x620	b	c	a	b	c	
x636	b	c	a	b	c	
x637	b	c	a	b	c	
x639	b	c	a	b	c	
x642	b	c	a	b	c	
x643	b	c	a	b	c	
x644	b	c	a	b	c	
x653	b	c	a	b	c	
x654	b	c	a	b	c	
x661	b	c	a	b	c	
x674	b	c	a	b	c	
x684	b	c	a	b	c	
x689	b	c	a	b	c	
x690	b	c	a	b	c	
x691	b	c	a	b	c	
x706	b	c	a	b	c	
x713	b	c	a	b	c	
x719	b	c	a	b	c	
x731	b	c	a	b	c	
x750	b	c	a	b	c	
x754	b	c	a	b	c	
x757	b	c	a	b	c	
x759	b	c	a	b	c	
x760	b	c	a	b	c	
x761	b	c	a	b	c	
x763	b	c	a	b	c	
x771	b	c	a	b	c	
x773	b	c	a	b	c	
x778	b	c	a	b	c	
x779	b	c	a	b	c	
x784	b	c	a	b	c	
x797	b	c	a	b	c	
x804	b	c	a	b	c	
x806	b	c	a	b	c	
x829	b	c	a	b	c	
x830	b	c	a	b	c	
x834	b	c	a	b	c	
x835	b	c	a	b	c	
x839	b	c	a	b	c	
x840	b	c	a	b	c	
x863	b	c	a	b	c	
x864	b	c	a	b	c	
x871	b	c	a	b	c	
x875	b	c	a	b	c	
x882	b	c	a	b	c	
x885	b	c	a	b	c	
x890	b	c	a	b	c	
x909	b	c	a	b	c	
x918	b	c	a	b	c	
x920	b	c	a	b	c	
x927	b	c	a	b	c	
x940	b	c	a	b	c	
x942	b	c	a	b	c	
x945	b	c	a	b	c	
x958	b	c	a	b	c	
x961	b	c	a	b	c	
x964	b	c	a	b	c	
x976	b	c	a	b	c	
x993	b	c	a	b	c	
x994	b	c	a	b	c	
x1003	b	c	a	b	c	
x1004	b	c	a	b	c	
x1007	b	c	a	b	c	
x1009	b	c	a	b	c	
x1014	b	c	a	b	c	
x1017	b	c	a	b	c	
x1025	b	c	a	b	c	
x1028	b	c	a	b	c	
x1031	b	c	a	b	c	
x1035	b	c	a	b	c	
x1055	b	c	a	b	c	
x1071	b	c	a	b	c	
x1086	b	c	a	b	c	
x1094	b	c	a	b	c	
x1099	b	c	a	b	c	
x1104	b	c	a	b	c	
x1109	b	c	a	b	c	
x1112	b	c	a	b	c	
x1118	b	c	a	b	c	
x1126	b	c	a	b	c	
x1133	b	c	a	b	c	
x1138	b	c	a	b	c	
x1141	b	c	a	b	c	
x1145	b	c	a	b	c	
x1146	b	c	a	b	c	
x1147	b	c	a	b	c	
x1152	b	c	a	b	c	
x1160	b	c	a	b	c	
x1175	b	c	a	b	c	
x1182	b	c	a	b	c	
x1183	b	c	a	b	c	
x1184	b	c	a	b	c	
x1186	b	c	a	b	c	
x1201	b	c	a	b	c	
x1203	b	c	a	b	c	
x1211	b	c	a	b	c	
x1213	b	c	a	b	c	
x1217	b	c	a	b	c	
x1220	b	c	a	b	c	
x1233	b	c	a	b	c	
x1239	b	c	a	b	c	
x1241	b	c	a	b	c	
x1242	b	c	a	b	c	
x1255	b	c	a	b	c	
x1264	b	c	a	b	c	
x1265	b	c	a	b	c	
x1266	b	c	a	b	c	
x1268	b	c	a	b	c	
x1275	b	c	a	b	c	
x1276	b	c	a	b	c	
x1287	b	c	a	b	c	
x1289	b	c	a	b	c	
x1297	b	c	a	b	c	
x1299	b	c	a	b	c	
x1302	b	c	a	b	c	
x1309	b	c	a	b	c	
x1315	b	c	a	b	c	
x1316	b	c	a	b	c	
x1322	b	c	a	b	c	
x1324	b	c	a	b	c	
x1344	b	c	a	b	c	
x1348	b	c	a	b	c	
x1352	b	c	a	b	c	
x1353	b	c	a	b	c	
x1362	b	c	a	b	c	
x1363	b	c	a	b	c	
x1364	b	c	a	b	c	
x1366	b	c	a	b	c	
x1371	b	c	a	b	c	
x1372	b	c	a	b	c	
x1377	b	c	a	b	c	
x1384	b	c	a	b	c	
x1396	b	c	a	b	c	
x1412	b	c	a	b	c	
x1420	b	c	a	b	c	
x1424	b	c	a	b	c	
x1435	b	c	a	b	c	
x1441	b	c	a	b	c	
x1450	b	c	a	b	c	
x1455	b	c	a	b	c	
x1468	b	c	a	b	c	
x1479	b	c	a	b	c	
x1483	b	c	a	b	c	
x1498	b	c	a	b	c	

Context: 1
X	y12	y14	y15	y17	y19	
x3	b	c	a	b	c	
x4	b	c	a	b	c	
x5	b	c	a	b	c	
x10	b	c	a	b	c	
x15	b	c	a	b	c	
x18	b	c	a	b	c	
x19	b	c	a	b	c	
x21	b	c	a	b	c	
x29	b	c	a	b	c	
x34	b	c	a	b	c	
x42	b	c	a	b	c	
x49	b	c	a	b	c	
x52	b	c	a	b	c	
x55	b	c	a	b	c	
x61	b	c	a	b	c	
x62	b	c	a	b	c	
x75	b	c	a	b	c	
x79	b	c	a	b	c	
x82	b	c	a	b	c	
x86	b	c	a	b	c	
x96	b	c	a	b	c	
x107	b	c	a	b	c	
x120	b	c	a	b	c	
x123	b	c	a	b	c	
x125	b	c	a	b	c	
x137	b	c	a	b	c	
x149	b	c	a	b	c	
x150	b	c	a	b	c	
x155	b	c	a	b	c	
x161	b	c	a	b	c	
x171	b	c	a	b	c	
x177	b	c	a	b	c	
x180	b	c	a	b	c	
x192	b	c	a	b	c	
x203	b	c	a	b	c	
x210	b	c	a	b	c	
x214	b	c	a	b	c	
x219	b	c	a	b	c	
x233	b	c	a	b	c	
x236	b	c	a	b	c	
x248	b	c	a	b	c	
x249	b	c	a	b	c	
x252	b	c	a	b	c	
x258	b	c	a	b	c	
x267	b	c	a	b	c	
x272	b	c	a	b	c	
x275	b	c	a	b	c	
x283	b	c	a	b	c	
x292	b	c	a	b	c	
x299	b	c	a	b	c	
x302	b	c	a	b	c	
x313	b	c	a	b	c	
x319	b	c	a	b	c	
x321	b	c	a	b	c	
x342	b	c	a	b	c	
x351	b	c	a	b	c	
x352	b	c	a	b	c	
x357	b	c	a	b	c	
x361	b	c	a	b	c	
x368	b	c	a	b	c	
x374	b	c	a	b	c	
x381	b	c	a	b	c	
x391	b	c	a	b	c	
x406	b	c	a	b	c	
x408	b	c	a	b	c	
x411	b	c	a	b	c	
x427	b	c	a	b	c	
x431	b	c	a	b	c	
x432	b	c	a	b	c	
x434	b	c	a	b	c	
x435	b	c	a	b	c	
x438	b	c	a	b	c	
x452	b	c	a	b	c	
x463	b	c	a	b	c	
x473	b	c	a	b	c	
x475	b	c	a	b	c	
x477	b	c	a	b	c	
x481	b	c	a	b	c	
x482	b	c	a	b	c	
x500	b	c	a	b	c	
x501	b	c	a	b	c	
x509	b	c	a	b	c	
x518	b	c	a	b	c	
x527	b	c	a	b	c	
x528	b	c	a	b	c	
x545	b	c	a	b	c	
x550	b	c	a	b	c	
x552	b	c	a	b	c	
x561	b	c	a	b	c	
x569	b	c	a	b	c	
x577	b	c	a	b	c	
x583	b	c	a	b	c	
x589	b	c	a	b	c	
x591	b	c	a	b	c	
x594	b	c	a	b	c	
x601	b	c	a	b	c	
x602	b	c	a	b	c	
x604	b	c	a	b	c	
x606	b	c	a	b	c	
x609	b	c	a	b	c	
x611	b	c	a	b	c	
x615	b	c	a	b	c	
x620	b	c	a	b	c	
x636	b	c	a	b	c	
x637	b	c	a	b	c	
x639	b	c	a	b	c	
x642	b	c	a	b	c	
x643	b	c	a	b	c	
x644	b	c	a	b	c	
x653	b	c	a	b	c	
x654	b	c	a	b	c	
x661	b	c	a	b	c	
x674	b	c	a	b	c	
x684	b	c	a	b	c	
x689	b	c	a	b	c	
x690	b	c	a	b	c	
x691	b	c	a	b	c	
x706	b	c	a	b	c	
x713	b	c	a	b	c	
x719	b	c	a	b	c	
x731	b	c	a	b	c	
x750	b	c	a	b	c	
x754	b	c	a	b	c	
x757	b	c	a	b	c	
x759	b	c	a	b	c	
x760	b	c	a	b	c	
x761	b	c	a	b	c	
x763	b	c	a	b	c	
x771	b	c	a	b	c	
x773	b	c	a	b	c	
x778	b	c	a	b	c	
x779	b	c	a	b	c	
x784	b	c	a	b	c	
x797	b	c	a	b	c	
x804	b	c	a	b	c	
x806	b	c	a	b	c	
x829	b	c	a	b	c	
x830	b	c	a	b	c	
x834	b	c	a	b	c	
x835	b	c	a	b	c	
x839	b	c	a	b	c	
x840	b	c	a	b	c	
x863	b	c	a	b	c	
x864	b	c	a	b	c	
x871	b	c	a	b	c	
x875	b	c	a	b	c	
x882	b	c	a	b	c	
x885	b	c	a	b	c	
x890	b	c	a	b	c	
x909	b	c	a	b	c	
x918	b	c	a	b	c	
x920	b	c	a	b	c	
x927	b	c	a	b	c	
x940	b	c	a	b	c	
x942	b	c	a	b	c	
x945	b	c	a	b	c	
x958	b	c	a	b	c	
x961	b	c	a	b	c	
x964	b	c	a	b	c	
x976	b	c	a	b	c	
x993	b	c	a	b	c	
x994	b	c	a	b	c	
x1003	b	c	a	b	c	
x1004	b	c	a	b	c	
x1007	b	c	a	b	c	
x1009	b	c	a	b	c	
x1014	b	c	a	b	c	
x1017	b	c	a	b	c	
x1025	b	c	a	b	c	
x1028	b	c	a	b	c	
x1031	b	c	a	b	c	
x1035	b	c	a	b	c	
x1055	b	c	a	b	c	
x1071	b	c	a	b	c	
x1086	b	c	a	b	c	
x1094	b	c	a	b	c	
x1099	b	c	a	b	c	
x1104	b	c	a	b	c	
x1109	b	c	a	b	c	
x1112	b	c	a	b	c	
x1118	b	c	a	b	c	
x1126	b	c	a	b	c	
x1133	b	c	a	b	c	
x1138	b	c	a	b	c	
x1141	b	c	a	b	c	
x1145	b	c	a	b	c	
x1146	b	c	a	b	c	
x1147	b	c	a	b	c	
x1152	b	c	a	b	c	
x1160	b	c	a	b	c	
x1175	b	c	a	b	c	
x1182	b	c	a	b	c	
x1183	b	c	a	b	c	
x1184	b	c	a	b	c	
x1186	b	c	a	b	c	
x1201	b	c	a	b	c	
x1203	b	c	a	b	c	
x1211	b	c	a	b	c	
x1213	b	c	a	b	c	
