x134	6.38	6.38	6.38	c	c	b	
x138	6.38	6.38	6.38	c	c	b	
x139	6.38	6.38	6.38	c	c	b	
x145	6.38	6.38	6.38	c	c	b	
x154	6.38	6.38	6.38	c	c	b	
x160	6.38	6.38	6.38	c	c	b	
x162	6.38	6.38	6.38	c	c	b	
x201	6.38	6.38	6.38	c	c	b	
x240	6.38	6.38	6.38	c	c	b	
x242	6.38	6.38	6.38	c	c	b	
x245	6.38	6.38	6.38	c	c	b	
x250	6.38	6.38	6.38	c	c	b	
x274	6.38	6.38	6.38	c	c	b	
x282	6.38	6.38	6.38	c	c	b	
x284	6.38	6.38	6.38	c	c	b	
x289	6.38	6.38	6.38	c	c	b	
x290	6.38	6.38	6.38	c	c	b	
x295	6.38	6.38	6.38	c	c	b	
x300	6.38	6.38	6.38	c	c	b	
x301	6.38	6.38	6.38	c	c	b	
x317	6.38	6.38	6.38	c	c	b	
x348	6.38	6.38	6.38	c	c	b	
x359	6.38	6.38	6.38	c	c	b	
x371	6.38	6.38	6.38	c	c	b	
x382	6.38	6.38	6.38	c	c	b	
x400	6.38	6.38	6.38	c	c	b	
x410	6.38	6.38	6.38	c	c	b	
x412	6.38	6.38	6.38	c	c	b	
x425	6.38	6.38	6.38	c	c	b	
x436	6.38	6.38	6.38	c	c	b	
x452	6.38	6.38	6.38	c	c	b	
x466	6.38	6.38	6.38	c	c	b	
x475	6.38	6.38	6.38	c	c	b	
x485	6.38	6.38	6.38	c	c	b	
x486	6.38	6.38	6.38	c	c	b	
x497	6.38	6.38	6.38	c	c	b	
x501	6.38	6.38	6.38	c	c	b	
x512	6.38	6.38	6.38	c	c	b	
x513	6.38	6.38	6.38	c	c	b	
x526	6.38	6.38	6.38	c	c	b	
x553	6.38	6.38	6.38	c	c	b	
x573	6.38	6.38	6.38	c	c	b	
x601	6.38	6.38	6.38	c	c	b	
x605	6.38	6.38	6.38	c	c	b	
x611	6.38	6.38	6.38	c	c	b	
x612	6.38	6.38	6.38	c	c	b	
x617	6.38	6.38	6.38	c	c	b	
x619	6.38	6.38	6.38	c	c	b	
x620	6.38	6.38	6.38	c	c	b	
x626	6.38	6.38	6.38	c	c	b	
x638	6.38	6.38	6.38	c	c	b	
x676	6.38	6.38	6.38	c	c	b	
x682	6.38	6.38	6.38	c	c	b	
x692	6.38	6.38	6.38	c	c	b	
x702	6.38	6.38	6.38	c	c	b	
x711	6.38	6.38	6.38	c	c	b	
x717	6.38	6.38	6.38	c	c	b	
x720	6.38	6.38	6.38	c	c	b	
x727	6.38	6.38	6.38	c	c	b	
x729	6.38	6.38	6.38	c	c	b	
x735	6.38	6.38	6.38	c	c	b	
x739	6.38	6.38	6.38	c	c	b	
x741	6.38	6.38	6.38	c	c	b	
x744	6.38	6.38	6.38	c	c	b	
x758	6.38	6.38	6.38	c	c	b	
x819	6.38	6.38	6.38	c	c	b	
x820	6.38	6.38	6.38	c	c	b	
x821	6.38	6.38	6.38	c	c	b	
x823	6.38	6.38	6.38	c	c	b	
x826	6.38	6.38	6.38	c	c	b	
x834	6.38	6.38	6.38	c	c	b	
x842	6.38	6.38	6.38	c	c	b	
x847	6.38	6.38	6.38	c	c	b	
x859	6.38	6.38	6.38	c	c	b	
x870	6.38	6.38	6.38	c	c	b	
x875	6.38	6.38	6.38	c	c	b	
x880	6.38	6.38	6.38	c	c	b	
x884	6.38	6.38	6.38	c	c	b	
x888	6.38	6.38	6.38	c	c	b	
x896	6.38	6.38	6.38	c	c	b	
x899	6.38	6.38	6.38	c	c	b	
x901	6.38	6.38	6.38	c	c	b	
x927	6.38	6.38	6.38	c	c	b	
x929	6.38	6.38	6.38	c	c	b	
x938	6.38	6.38	6.38	c	c	b	
x946	6.38	6.38	6.38	c	c	b	
x954	6.38	6.38	6.38	c	c	b	
x968	6.38	6.38	6.38	c	c	b	
x982	6.38	6.38	6.38	c	c	b	
x989	6.38	6.38	6.38	c	c	b	

Context: 1
X	y0	y3	y4	y5	y6	y8	
x18	1.36	1.36	1.36	c	c	b	
x19	1.36	1.36	1.36	c	c	b	
x37	1.36	1.36	1.36	c	c	b	
x50	1.36	1.36	1.36	c	c	b	
x56	1.36	1.36	1.36	c	c	b	
x60	1.36	1.36	1.36	c	c	b	
x63	1.36	1.36	1.36	c	c	b	
x64	1.36	1.36	1.36	c	c	b	
x78	1.36	1.36	1.36	c	c	b	
x85	1.36	1.36	1.36	c	c	b	
x87	1.36	1.36	1.36	c	c	b	
x105	1.36	1.36	1.36	c	c	b	
x107	1.36	1.36	1.36	c	c	b	
x116	1.36	1.36	1.36	c	c	b	
x123	1.36	1.36	1.36	c	c	b	
x125	1.36	1.36	1.36	c	c	b	
x129	1.36	1.36	1.36	c	c	b	
x134	1.36	1.36	1.36	c	c	b	
x138	1.36	1.36	1.36	c	c	b	
x139	1.36	1.36	1.36	c	c	b	
x145	1.36	1.36	1.36	c	c	b	
x154	1.36	1.36	1.36	c	c	b	
x160	1.36	1.36	1.36	c	c	b	
x162	1.36	1.36	1.36	c	c	b	
x201	1.36	1.36	1.36	c	c	b	
x240	1.36	1.36	1.36	c	c	b	
x242	1.36	1.36	1.36	c	c	b	
x245	1.36	1.36	1.36	c	c	b	
x250	1.36	1.36	1.36	c	c	b	
x274	1.36	1.36	1.36	c	c	b	
x282	1.36	1.36	1.36	c	c	b	
x284	1.36	1.36	1.36	c	c	b	
x289	1.36	1.36	1.36	c	c	b	
x290	1.36	1.36	1.36	c	c	b	
x295	1.36	1.36	1.36	c	c	b	
x300	1.36	1.36	1.36	c	c	b	
x301	1.36	1.36	1.36	c	c	b	
x317	1.36	1.36	1.36	c	c	b	
x348	1.36	1.36	1.36	c	c	b	
x359	1.36	1.36	1.36	c	c	b	
x371	1.36	1.36	1.36	c	c	b	
x382	1.36	1.36	1.36	c	c	b	
x400	1.36	1.36	1.36	c	c	b	
x410	1.36	1.36	1.36	c	c	b	
x412	1.36	1.36	1.36	c	c	b	
x425	1.36	1.36	1.36	c	c	b	
x436	1.36	1.36	1.36	c	c	b	
x452	1.36	1.36	1.36	c	c	b	
x466	1.36	1.36	1.36	c	c	b	
x475	1.36	1.36	1.36	c	c	b	
x485	1.36	1.36	1.36	c	c	b	
x486	1.36	1.36	1.36	c	c	b	
x497	1.36	1.36	1.36	c	c	b	
x501	1.36	1.36	1.36	c	c	b	
x512	1.36	1.36	1.36	c	c	b	
x513	1.36	1.36	1.36	c	c	b	
x526	1.36	1.36	1.36	c	c	b	
x553	1.36	1.36	1.36	c	c	b	
x573	1.36	1.36	1.36	c	c	b	
x601	1.36	1.36	1.36	c	c	b	
x605	1.36	1.36	1.36	c	c	b	
x611	1.36	1.36	1.36	c	c	b	
x612	1.36	1.36	1.36	c	c	b	
x617	1.36	1.36	1.36	c	c	b	
x619	1.36	1.36	1.36	c	c	b	
x620	1.36	1.36	1.36	c	c	b	
x626	1.36	1.36	1.36	c	c	b	
x638	1.36	1.36	1.36	c	c	b	
x676	1.36	1.36	1.36	c	c	b	
x682	1.36	1.36	1.36	c	c	b	
x692	1.36	1.36	1.36	c	c	b	
x702	1.36	1.36	1.36	c	c	b	
x711	1.36	1.36	1.36	c	c	b	
x717	1.36	1.36	1.36	c	c	b	
x720	1.36	1.36	1.36	c	c	b	
x727	1.36	1.36	1.36	c	c	b	
x729	1.36	1.36	1.36	c	c	b	
x735	1.36	1.36	1.36	c	c	b	
x739	1.36	1.36	1.36	c	c	b	
x741	1.36	1.36	1.36	c	c	b	
x744	1.36	1.36	1.36	c	c	b	
x758	1.36	1.36	1.36	c	c	b	
x819	1.36	1.36	1.36	c	c	b	
x820	1.36	1.36	1.36	c	c	b	
x821	1.36	1.36	1.36	c	c	b	
x823	1.36	1.36	1.36	c	c	b	
x826	1.36	1.36	1.36	c	c	b	
x834	1.36	1.36	1.36	c	c	b	
x842	1.36	1.36	1.36	c	c	b	
x847	1.36	1.36	1.36	c	c	b	
x859	1.36	1.36	1.36	c	c	b	
x870	1.36	1.36	1.36	c	c	b	
x875	1.36	1.36	1.36	c	c	b	
x880	1.36	1.36	1.36	c	c	b	
x884	1.36	1.36	1.36	c	c	b	
x888	1.36	1.36	1.36	c	c	b	
x896	1.36	1.36	1.36	c	c	b	
x899	1.36	1.36	1.36	c	c	b	
x901	1.36	1.36	1.36	c	c	b	
x927	1.36	1.36	1.36	c	c	b	
x929	1.36	1.36	1.36	c	c	b	
x938	1.36	1.36	1.36	c	c	b	
x946	1.36	1.36	1.36	c	c	b	
x954	1.36	1.36	1.36	c	c	b	
x968	1.36	1.36	1.36	c	c	b	
x982	1.36	1.36	1.36	c	c	b	
x989	1.36	1.36	1.36	c	c	b	

Tricluster #4
(167, 5, 2), X=[9,10,13,15,21,29,38,39,40,57,72,76,79,98,110,119,126,136,140,144,151,155,159,168,172,173,174,177,180,188,189,191,192,194,203,204,213,214,218,237,239,248,252,272,273,278,285,286,310,319,328,330,337,340,349,351,353,358,369,387,395,401,418,423,424,426,432,433,434,439,445,448,451,465,474,483,488,491,499,505,515,516,519,531,534,536,538,540,541,550,559,562,565,566,578,579,581,585,592,593,596,597,598,603,622,623,629,630,637,640,641,645,646,657,672,673,677,687,697,700,707,708,716,723,733,738,743,747,749,753,756,792,793,795,797,798,810,811,813,830,833,838,841,843,848,863,865,872,882,885,886,905,918,920,923,925,926,930,934,945,948,956,958,964,965,966,993], Numeric Columns=[0,1,3], Symbolic Columns=[6,7], Z=[1,2],
Numeric Properties:  RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Additive, Seed=0.34,  RowFactors=[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0], ColumnFactors=[0,0,0], PlaidCoherency=No Overlapping
Symbolic Properties:  RowPattern=Constant, ColumnPattern=None
 ContextPattern=Constant,%Missings=0, %Noise=0, %Errors=0,

Context: 1
X	y0	y1	y3	y6	y7	
x9	3.26	3.26	3.26	c	a	
x10	3.26	3.26	3.26	c	a	
x13	3.26	3.26	3.26	c	a	
x15	3.26	3.26	3.26	c	a	
x21	3.26	3.26	3.26	c	a	
x29	3.26	3.26	3.26	c	a	
x38	3.26	3.26	3.26	c	a	
x39	3.26	3.26	3.26	c	a	
x40	3.26	3.26	3.26	c	a	
x57	3.26	3.26	3.26	c	a	
x72	3.26	3.26	3.26	c	a	
x76	3.26	3.26	3.26	c	a	
x79	3.26	3.26	3.26	c	a	
x98	3.26	3.26	3.26	c	a	
x110	3.26	3.26	3.26	c	a	
x119	3.26	3.26	3.26	c	a	
x126	3.26	3.26	3.26	c	a	
x136	3.26	3.26	3.26	c	a	
x140	3.26	3.26	3.26	c	a	
x144	3.26	3.26	3.26	c	a	
x151	3.26	3.26	3.26	c	a	
x155	3.26	3.26	3.26	c	a	
x159	3.26	3.26	3.26	c	a	
x168	3.26	3.26	3.26	c	a	
x172	3.26	3.26	3.26	c	a	
x173	3.26	3.26	3.26	c	a	
x174	3.26	3.26	3.26	c	a	
x177	3.26	3.26	3.26	c	a	
x180	3.26	3.26	3.26	c	a	
x188	3.26	3.26	3.26	c	a	
x189	3.26	3.26	3.26	c	a	
x191	3.26	3.26	3.26	c	a	
x192	3.26	3.26	3.26	c	a	
x194	3.26	3.26	3.26	c	a	
x203	3.26	3.26	3.26	c	a	
x204	3.26	3.26	3.26	c	a	
x213	3.26	3.26	3.26	c	a	
x214	3.26	3.26	3.26	c	a	
x218	3.26	3.26	3.26	c	a	
x237	3.26	3.26	3.26	c	a	
x239	3.26	3.26	3.26	c	a	
x248	3.26	3.26	3.26	c	a	
x252	3.26	3.26	3.26	c	a	
x272	3.26	3.26	3.26	c	a	
x273	3.26	3.26	3.26	c	a	
x278	3.26	3.26	3.26	c	a	
x285	3.26	3.26	3.26	c	a	
x286	3.26	3.26	3.26	c	a	
x310	3.26	3.26	3.26	c	a	
x319	3.26	3.26	3.26	c	a	
x328	3.26	3.26	3.26	c	a	
x330	3.26	3.26	3.26	c	a	
x337	3.26	3.26	3.26	c	a	
x340	3.26	3.26	3.26	c	a	
x349	3.26	3.26	3.26	c	a	
x351	3.26	3.26	3.26	c	a	
x353	3.26	3.26	3.26	c	a	
x358	3.26	3.26	3.26	c	a	
x369	3.26	3.26	3.26	c	a	
x387	3.26	3.26	3.26	c	a	
x395	3.26	3.26	3.26	c	a	
x401	3.26	3.26	3.26	c	a	
x418	3.26	3.26	3.26	c	a	
x423	3.26	3.26	3.26	c	a	
x424	3.26	3.26	3.26	c	a	
x426	3.26	3.26	3.26	c	a	
x432	3.26	3.26	3.26	c	a	
x433	3.26	3.26	3.26	c	a	
x434	3.26	3.26	3.26	c	a	
x439	3.26	3.26	3.26	c	a	
x445	3.26	3.26	3.26	c	a	
x448	3.26	3.26	3.26	c	a	
x451	3.26	3.26	3.26	c	a	
x465	3.26	3.26	3.26	c	a	
x474	3.26	3.26	3.26	c	a	
x483	3.26	3.26	3.26	c	a	
x488	3.26	3.26	3.26	c	a	
x491	3.26	3.26	3.26	c	a	
x499	3.26	3.26	3.26	c	a	
x505	3.26	3.26	3.26	c	a	
x515	3.26	3.26	3.26	c	a	
x516	3.26	3.26	3.26	c	a	
x519	3.26	3.26	3.26	c	a	
x531	3.26	3.26	3.26	c	a	
x534	3.26	3.26	3.26	c	a	
x536	3.26	3.26	3.26	c	a	
x538	3.26	3.26	3.26	c	a	
x540	3.26	3.26	3.26	c	a	
x541	3.26	3.26	3.26	c	a	
x550	3.26	3.26	3.26	c	a	
x559	3.26	3.26	3.26	c	a	
x562	3.26	3.26	3.26	c	a	
x565	3.26	3.26	3.26	c	a	
x566	3.26	3.26	3.26	c	a	
x578	3.26	3.26	3.26	c	a	
x579	3.26	3.26	3.26	c	a	
x581	3.26	3.26	3.26	c	a	
x585	3.26	3.26	3.26	c	a	
x592	3.26	3.26	3.26	c	a	
x593	3.26	3.26	3.26	c	a	
x596	3.26	3.26	3.26	c	a	
x597	3.26	3.26	3.26	c	a	
x598	3.26	3.26	3.26	c	a	
x603	3.26	3.26	3.26	c	a	
x622	3.26	3.26	3.26	c	a	
x623	3.26	3.26	3.26	c	a	
x629	3.26	3.26	3.26	c	a	
x630	3.26	3.26	3.26	c	a	
x637	3.26	3.26	3.26	c	a	
x640	3.26	3.26	3.26	c	a	
x641	3.26	3.26	3.26	c	a	
x645	3.26	3.26	3.26	c	a	
x646	3.26	3.26	3.26	c	a	
x657	3.26	3.26	3.26	c	a	
x672	3.26	3.26	3.26	c	a	
x673	3.26	3.26	3.26	c	a	
x677	3.26	3.26	3.26	c	a	
x687	3.26	3.26	3.26	c	a	
x697	3.26	3.26	3.26	c	a	
x700	3.26	3.26	3.26	c	a	
x707	3.26	3.26	3.26	c	a	
x708	3.26	3.26	3.26	c	a	
x716	3.26	3.26	3.26	c	a	
x723	3.26	3.26	3.26	c	a	
x733	3.26	3.26	3.26	c	a	
x738	3.26	3.26	3.26	c	a	
x743	3.26	3.26	3.26	c	a	
x747	3.26	3.26	3.26	c	a	
x749	3.26	3.26	3.26	c	a	
x753	3.26	3.26	3.26	c	a	
x756	3.26	3.26	3.26	c	a	
x792	3.26	3.26	3.26	c	a	
x793	3.26	3.26	3.26	c	a	
x795	3.26	3.26	3.26	c	a	
x797	3.26	3.26	3.26	c	a	
x798	3.26	3.26	3.26	c	a	
x810	3.26	3.26	3.26	c	a	
x811	3.26	3.26	3.26	c	a	
x813	3.26	3.26	3.26	c	a	
x830	3.26	3.26	3.26	c	a	
x833	3.26	3.26	3.26	c	a	
x838	3.26	3.26	3.26	c	a	
x841	3.26	3.26	3.26	c	a	
x843	3.26	3.26	3.26	c	a	
x848	3.26	3.26	3.26	c	a	
x863	3.26	3.26	3.26	c	a	
x865	3.26	3.26	3.26	c	a	
x872	3.26	3.26	3.26	c	a	
x882	3.26	3.26	3.26	c	a	
x885	3.26	3.26	3.26	c	a	
x886	3.26	3.26	3.26	c	a	
x905	3.26	3.26	3.26	c	a	
x918	3.26	3.26	3.26	c	a	
x920	3.26	3.26	3.26	c	a	
x923	3.26	3.26	3.26	c	a	
x925	3.26	3.26	3.26	c	a	
x926	3.26	3.26	3.26	c	a	
x930	3.26	3.26	3.26	c	a	
x934	3.26	3.26	3.26	c	a	
x945	3.26	3.26	3.26	c	a	
x948	3.26	3.26	3.26	c	a	
x956	3.26	3.26	3.26	c	a	
x958	3.26	3.26	3.26	c	a	
x964	3.26	3.26	3.26	c	a	
x965	3.26	3.26	3.26	c	a	
x966	3.26	3.26	3.26	c	a	
x993	3.26	3.26	3.26	c	a	

Context: 2
X	y0	y1	y3	y6	y7	
x9	8.7	8.7	8.7	c	a	
x10	8.7	8.7	8.7	c	a	
x13	8.7	8.7	8.7	c	a	
x15	8.7	8.7	8.7	c	a	
x21	8.7	8.7	8.7	c	a	
x29	8.7	8.7	8.7	c	a	
x38	8.7	8.7	8.7	c	a	
x39	8.7	8.7	8.7	c	a	
x40	8.7	8.7	8.7	c	a	
x57	8.7	8.7	8.7	c	a	
x72	8.7	8.7	8.7	c	a	
x76	8.7	8.7	8.7	c	a	
x79	8.7	8.7	8.7	c	a	
x98	8.7	8.7	8.7	c	a	
x110	8.7	8.7	8.7	c	a	
x119	8.7	8.7	8.7	c	a	
x126	8.7	8.7	8.7	c	a	
x136	8.7	8.7	8.7	c	a	
x140	8.7	8.7	8.7	c	a	
x144	8.7	8.7	8.7	c	a	
x151	8.7	8.7	8.7	c	a	
x155	8.7	8.7	8.7	c	a	
x159	8.7	8.7	8.7	c	a	
x168	8.7	8.7	8.7	c	a	
x172	8.7	8.7	8.7	c	a	
x173	8.7	8.7	8.7	c	a	
x174	8.7	8.7	8.7	c	a	
x177	8.7	8.7	8.7	c	a	
x180	8.7	8.7	8.7	c	a	
x188	8.7	8.7	8.7	c	a	
x189	8.7	8.7	8.7	c	a	
x191	8.7	8.7	8.7	c	a	
x192	8.7	8.7	8.7	c	a	
x194	8.7	8.7	8.7	c	a	
x203	8.7	8.7	8.7	c	a	
x204	8.7	8.7	8.7	c	a	
x213	8.7	8.7	8.7	c	a	
x214	8.7	8.7	8.7	c	a	
x218	8.7	8.7	8.7	c	a	
x237	8.7	8.7	8.7	c	a	
x239	8.7	8.7	8.7	c	a	
x248	8.7	8.7	8.7	c	a	
x252	8.7	8.7	8.7	c	a	
x272	8.7	8.7	8.7	c	a	
x273	8.7	8.7	8.7	c	a	
x278	8.7	8.7	8.7	c	a	
x285	8.7	8.7	8.7	c	a	
x286	8.7	8.7	8.7	c	a	
x310	8.7	8.7	8.7	c	a	
x319	8.7	8.7	8.7	c	a	
x328	8.7	8.7	8.7	c	a	
x330	8.7	8.7	8.7	c	a	
x337	8.7	8.7	8.7	c	a	
x340	8.7	8.7	8.7	c	a	
x349	8.7	8.7	8.7	c	a	
x351	8.7	8.7	8.7	c	a	
x353	8.7	8.7	8.7	c	a	
x358	8.7	8.7	8.7	c	a	
x369	8.7	8.7	8.7	c	a	
x387	8.7	8.7	8.7	c	a	
x395	8.7	8.7	8.7	c	a	
x401	8.7	8.7	8.7	c	a	
x418	8.7	8.7	8.7	c	a	
x423	8.7	8.7	8.7	c	a	
x424	8.7	8.7	8.7	c	a	
x426	8.7	8.7	8.7	c	a	
x432	8.7	8.7	8.7	c	a	
x433	8.7	8.7	8.7	c	a	
x434	8.7	8.7	8.7	c	a	
x439	8.7	8.7	8.7	c	a	
x445	8.7	8.7	8.7	c	a	
x448	8.7	8.7	8.7	c	a	
x451	8.7	8.7	8.7	c	a	
x465	8.7	8.7	8.7	c	a	
x474	8.7	8.7	8.7	c	a	
x483	8.7	8.7	8.7	c	a	
x488	8.7	8.7	8.7	c	a	
x491	8.7	8.7	8.7	c	a	
x499	8.7	8.7	8.7	c	a	
x505	8.7	8.7	8.7	c	a	
x515	8.7	8.7	8.7	c	a	
x516	8.7	8.7	8.7	c	a	
x519	8.7	8.7	8.7	c	a	
x531	8.7	8.7	8.7	c	a	
x534	8.7	8.7	8.7	c	a	
x536	8.7	8.7	8.7	c	a	
x538	8.7	8.7	8.7	c	a	
x540	8.7	8.7	8.7	c	a	
x541	8.7	8.7	8.7	c	a	
x550	8.7	8.7	8.7	c	a	
x559	8.7	8.7	8.7	c	a	
x562	8.7	8.7	8.7	c	a	
x565	8.7	8.7	8.7	c	a	
x566	8.7	8.7	8.7	c	a	
x578	8.7	8.7	8.7	c	a	
x579	8.7	8.7	8.7	c	a	
x581	8.7	8.7	8.7	c	a	
x585	8.7	8.7	8.7	c	a	
x592	8.7	8.7	8.7	c	a	
x593	8.7	8.7	8.7	c	a	
x596	8.7	8.7	8.7	c	a	
x597	8.7	8.7	8.7	c	a	
x598	8.7	8.7	8.7	c	a	
x603	8.7	8.7	8.7	c	a	
x622	8.7	8.7	8.7	c	a	
x623	8.7	8.7	8.7	c	a	
x629	8.7	8.7	8.7	c	a	
x630	8.7	8.7	8.7	c	a	
x637	8.7	8.7	8.7	c	a	
x640	8.7	8.7	8.7	c	a	
x641	8.7	8.7	8.7	c	a	
x645	8.7	8.7	8.7	c	a	
x646	8.7	8.7	8.7	c	a	
x657	8.7	8.7	8.7	c	a	
x672	8.7	8.7	8.7	c	a	
x673	8.7	8.7	8.7	c	a	
x677	8.7	8.7	8.7	c	a	
x687	8.7	8.7	8.7	c	a	
x697	8.7	8.7	8.7	c	a	
x700	8.7	8.7	8.7	c	a	
x707	8.7	8.7	8.7	c	a	
x708	8.7	8.7	8.7	c	a	
x716	8.7	8.7	8.7	c	a	
x723	8.7	8.7	8.7	c	a	
x733	8.7	8.7	8.7	c	a	
x738	8.7	8.7	8.7	c	a	
x743	8.7	8.7	8.7	c	a	
x747	8.7	8.7	8.7	c	a	
x749	8.7	8.7	8.7	c	a	
x753	8.7	8.7	8.7	c	a	
x756	8.7	8.7	8.7	c	a	
x792	8.7	8.7	8.7	c	a	
x793	8.7	8.7	8.7	c	a	
x795	8.7	8.7	8.7	c	a	
x797	8.7	8.7	8.7	c	a	
x798	8.7	8.7	8.7	c	a	
x810	8.7	8.7	8.7	c	a	
x811	8.7	8.7	8.7	c	a	
x813	8.7	8.7	8.7	c	a	
x830	8.7	8.7	8.7	c	a	
x833	8.7	8.7	8.7	c	a	
x838	8.7	8.7	8.7	c	a	
x841	8.7	8.7	8.7	c	a	
x843	8.7	8.7	8.7	c	a	
x848	8.7	8.7	8.7	c	a	
x863	8.7	8.7	8.7	c	a	
x865	8.7	8.7	8.7	c	a	
x872	8.7	8.7	8.7	c	a	
x882	8.7	8.7	8.7	c	a	
x885	8.7	8.7	8.7	c	a	
x886	8.7	8.7	8.7	c	a	
x905	8.7	8.7	8.7	c	a	
x918	8.7	8.7	8.7	c	a	
x920	8.7	8.7	8.7	c	a	
x923	8.7	8.7	8.7	c	a	
x925	8.7	8.7	8.7	c	a	
x926	8.7	8.7	8.7	c	a	
x930	8.7	8.7	8.7	c	a	
x934	8.7	8.7	8.7	c	a	
x945	8.7	8.7	8.7	c	a	
x948	8.7	8.7	8.7	c	a	
x956	8.7	8.7	8.7	c	a	
x958	8.7	8.7	8.7	c	a	
x964	8.7	8.7	8.7	c	a	
x965	8.7	8.7	8.7	c	a	
x966	8.7	8.7	8.7	c	a	
x993	8.7	8.7	8.7	c	a	

