Total of planted triclusters: 6
Number of planted numeric triclusters: 2
Number of planted symbolic triclusters: 1
Number of planted mixed triclusters: 3
Tricluster coverage: 10.796666666666667%
Missing values on dataset: 0.0%
Noise values on dataset: 0.0%
Errors on dataset: 0.0%


*** Numeric triclusters *** 

Tricluster #1
 (157, 4, 2), X=[23,24,28,30,36,40,45,87,90,91,113,116,122,123,125,127,141,146,152,153,183,186,187,202,205,211,216,234,241,248,271,273,285,298,318,331,337,347,363,389,440,441,456,459,466,467,473,480,499,506,508,514,517,530,533,543,549,554,567,574,602,611,615,624,636,645,649,676,685,696,699,700,703,729,753,780,781,800,802,811,817,818,850,853,887,895,896,897,907,909,918,923,950,951,960,961,969,980,982,988,990,994,1010,1037,1038,1044,1051,1054,1073,1080,1085,1092,1094,1096,1099,1100,1102,1116,1125,1127,1128,1130,1135,1137,1142,1156,1158,1160,1162,1197,1208,1224,1225,1245,1250,1252,1272,1285,1287,1290,1292,1293,1313,1321,1342,1361,1370,1378,1400,1407,1420,1422,1423,1425,1448,1465,1490], Y=[0,1,5,9], Z=[0,1], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Multiplicative, Seed=6.48,  RowFactors=[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1], ColumnFactors=[1,1,1,1], ContextFactors=[0.24,1.37] %Missings=0, %Noise=0, %Errors=0, PlaidCoherency=No Overlapping

Context: 0
X	y0	y1	y5	y9	
x1202	0.2	0.2	0.2	0.2	
x1204	0.2	0.2	0.2	0.2	
x1206	0.2	0.2	0.2	0.2	
x1208	0.2	0.2	0.2	0.2	
x1217	0.2	0.2	0.2	0.2	
x1219	0.2	0.2	0.2	0.2	
x1225	0.2	0.2	0.2	0.2	
x1232	0.2	0.2	0.2	0.2	
x1235	0.2	0.2	0.2	0.2	
x1236	0.2	0.2	0.2	0.2	
x1240	0.2	0.2	0.2	0.2	
x1256	0.2	0.2	0.2	0.2	
x1261	0.2	0.2	0.2	0.2	
x1266	0.2	0.2	0.2	0.2	
x1268	0.2	0.2	0.2	0.2	
x1289	0.2	0.2	0.2	0.2	
x1297	0.2	0.2	0.2	0.2	
x1301	0.2	0.2	0.2	0.2	
x1302	0.2	0.2	0.2	0.2	
x1304	0.2	0.2	0.2	0.2	
x1315	0.2	0.2	0.2	0.2	
x1325	0.2	0.2	0.2	0.2	
x1334	0.2	0.2	0.2	0.2	
x1337	0.2	0.2	0.2	0.2	
x1339	0.2	0.2	0.2	0.2	
x1341	0.2	0.2	0.2	0.2	
x1346	0.2	0.2	0.2	0.2	
x1347	0.2	0.2	0.2	0.2	
x1351	0.2	0.2	0.2	0.2	
x1357	0.2	0.2	0.2	0.2	
x1358	0.2	0.2	0.2	0.2	
x1363	0.2	0.2	0.2	0.2	
x1369	0.2	0.2	0.2	0.2	
x1371	0.2	0.2	0.2	0.2	
x1373	0.2	0.2	0.2	0.2	
x1374	0.2	0.2	0.2	0.2	
x1375	0.2	0.2	0.2	0.2	
x1388	0.2	0.2	0.2	0.2	
x1401	0.2	0.2	0.2	0.2	
x1406	0.2	0.2	0.2	0.2	
x1416	0.2	0.2	0.2	0.2	
x1427	0.2	0.2	0.2	0.2	
x1430	0.2	0.2	0.2	0.2	
x1435	0.2	0.2	0.2	0.2	
x1441	0.2	0.2	0.2	0.2	
x1461	0.2	0.2	0.2	0.2	
x1469	0.2	0.2	0.2	0.2	
x1470	0.2	0.2	0.2	0.2	
x1472	0.2	0.2	0.2	0.2	
x1478	0.2	0.2	0.2	0.2	
x1487	0.2	0.2	0.2	0.2	
x1488	0.2	0.2	0.2	0.2	
x1490	0.2	0.2	0.2	0.2	
x1493	0.2	0.2	0.2	0.2	
x1494	0.2	0.2	0.2	0.2	
x1497	0.2	0.2	0.2	0.2	
x1498	0.2	0.2	0.2	0.2	

Context: 2
X	y3	y6	y7	y8	
x5	0.47	0.47	0.47	0.47	
x12	0.47	0.47	0.47	0.47	
x16	0.47	0.47	0.47	0.47	
x18	0.47	0.47	0.47	0.47	
x19	0.47	0.47	0.47	0.47	
x25	0.47	0.47	0.47	0.47	
x39	0.47	0.47	0.47	0.47	
x44	0.47	0.47	0.47	0.47	
x46	0.47	0.47	0.47	0.47	
x47	0.47	0.47	0.47	0.47	
x59	0.47	0.47	0.47	0.47	
x60	0.47	0.47	0.47	0.47	
x71	0.47	0.47	0.47	0.47	
x72	0.47	0.47	0.47	0.47	
x82	0.47	0.47	0.47	0.47	
x84	0.47	0.47	0.47	0.47	
x92	0.47	0.47	0.47	0.47	
x111	0.47	0.47	0.47	0.47	
x118	0.47	0.47	0.47	0.47	
x125	0.47	0.47	0.47	0.47	
x126	0.47	0.47	0.47	0.47	
x136	0.47	0.47	0.47	0.47	
x139	0.47	0.47	0.47	0.47	
x159	0.47	0.47	0.47	0.47	
x164	0.47	0.47	0.47	0.47	
x165	0.47	0.47	0.47	0.47	
x177	0.47	0.47	0.47	0.47	
x178	0.47	0.47	0.47	0.47	
x180	0.47	0.47	0.47	0.47	
x181	0.47	0.47	0.47	0.47	
x191	0.47	0.47	0.47	0.47	
x197	0.47	0.47	0.47	0.47	
x203	0.47	0.47	0.47	0.47	
x209	0.47	0.47	0.47	0.47	
x212	0.47	0.47	0.47	0.47	
x215	0.47	0.47	0.47	0.47	
x222	0.47	0.47	0.47	0.47	
x226	0.47	0.47	0.47	0.47	
x238	0.47	0.47	0.47	0.47	
x243	0.47	0.47	0.47	0.47	
x245	0.47	0.47	0.47	0.47	
x248	0.47	0.47	0.47	0.47	
x250	0.47	0.47	0.47	0.47	
x253	0.47	0.47	0.47	0.47	
x257	0.47	0.47	0.47	0.47	
x259	0.47	0.47	0.47	0.47	
x266	0.47	0.47	0.47	0.47	
x269	0.47	0.47	0.47	0.47	
x271	0.47	0.47	0.47	0.47	
x272	0.47	0.47	0.47	0.47	
x275	0.47	0.47	0.47	0.47	
x276	0.47	0.47	0.47	0.47	
x288	0.47	0.47	0.47	0.47	
x295	0.47	0.47	0.47	0.47	
x303	0.47	0.47	0.47	0.47	
x304	0.47	0.47	0.47	0.47	
x306	0.47	0.47	0.47	0.47	
x311	0.47	0.47	0.47	0.47	
x315	0.47	0.47	0.47	0.47	
x319	0.47	0.47	0.47	0.47	
x327	0.47	0.47	0.47	0.47	
x329	0.47	0.47	0.47	0.47	
x333	0.47	0.47	0.47	0.47	
x337	0.47	0.47	0.47	0.47	
x340	0.47	0.47	0.47	0.47	
x347	0.47	0.47	0.47	0.47	
x353	0.47	0.47	0.47	0.47	
x366	0.47	0.47	0.47	0.47	
x369	0.47	0.47	0.47	0.47	
x371	0.47	0.47	0.47	0.47	
x380	0.47	0.47	0.47	0.47	
x381	0.47	0.47	0.47	0.47	
x382	0.47	0.47	0.47	0.47	
x387	0.47	0.47	0.47	0.47	
x388	0.47	0.47	0.47	0.47	
x389	0.47	0.47	0.47	0.47	
x393	0.47	0.47	0.47	0.47	
x396	0.47	0.47	0.47	0.47	
x409	0.47	0.47	0.47	0.47	
x414	0.47	0.47	0.47	0.47	
x416	0.47	0.47	0.47	0.47	
x418	0.47	0.47	0.47	0.47	
x419	0.47	0.47	0.47	0.47	
x422	0.47	0.47	0.47	0.47	
x424	0.47	0.47	0.47	0.47	
x429	0.47	0.47	0.47	0.47	
x432	0.47	0.47	0.47	0.47	
x455	0.47	0.47	0.47	0.47	
x460	0.47	0.47	0.47	0.47	
x473	0.47	0.47	0.47	0.47	
x477	0.47	0.47	0.47	0.47	
x478	0.47	0.47	0.47	0.47	
x488	0.47	0.47	0.47	0.47	
x490	0.47	0.47	0.47	0.47	
x496	0.47	0.47	0.47	0.47	
x502	0.47	0.47	0.47	0.47	
x507	0.47	0.47	0.47	0.47	
x513	0.47	0.47	0.47	0.47	
x515	0.47	0.47	0.47	0.47	
x516	0.47	0.47	0.47	0.47	
x517	0.47	0.47	0.47	0.47	
x519	0.47	0.47	0.47	0.47	
x523	0.47	0.47	0.47	0.47	
x529	0.47	0.47	0.47	0.47	
x536	0.47	0.47	0.47	0.47	
x537	0.47	0.47	0.47	0.47	
x541	0.47	0.47	0.47	0.47	
x542	0.47	0.47	0.47	0.47	
x553	0.47	0.47	0.47	0.47	
x554	0.47	0.47	0.47	0.47	
x555	0.47	0.47	0.47	0.47	
x567	0.47	0.47	0.47	0.47	
x568	0.47	0.47	0.47	0.47	
x572	0.47	0.47	0.47	0.47	
x584	0.47	0.47	0.47	0.47	
x600	0.47	0.47	0.47	0.47	
x611	0.47	0.47	0.47	0.47	
x615	0.47	0.47	0.47	0.47	
x617	0.47	0.47	0.47	0.47	
x619	0.47	0.47	0.47	0.47	
x635	0.47	0.47	0.47	0.47	
x637	0.47	0.47	0.47	0.47	
x645	0.47	0.47	0.47	0.47	
x652	0.47	0.47	0.47	0.47	
x656	0.47	0.47	0.47	0.47	
x669	0.47	0.47	0.47	0.47	
x674	0.47	0.47	0.47	0.47	
x681	0.47	0.47	0.47	0.47	
x682	0.47	0.47	0.47	0.47	
x688	0.47	0.47	0.47	0.47	
x690	0.47	0.47	0.47	0.47	
x706	0.47	0.47	0.47	0.47	
x709	0.47	0.47	0.47	0.47	
x715	0.47	0.47	0.47	0.47	
x723	0.47	0.47	0.47	0.47	
x724	0.47	0.47	0.47	0.47	
x725	0.47	0.47	0.47	0.47	
x726	0.47	0.47	0.47	0.47	
x727	0.47	0.47	0.47	0.47	
x736	0.47	0.47	0.47	0.47	
x743	0.47	0.47	0.47	0.47	
x744	0.47	0.47	0.47	0.47	
x745	0.47	0.47	0.47	0.47	
x756	0.47	0.47	0.47	0.47	
x757	0.47	0.47	0.47	0.47	
x768	0.47	0.47	0.47	0.47	
x771	0.47	0.47	0.47	0.47	
x777	0.47	0.47	0.47	0.47	
x785	0.47	0.47	0.47	0.47	
x797	0.47	0.47	0.47	0.47	
x798	0.47	0.47	0.47	0.47	
x800	0.47	0.47	0.47	0.47	
x811	0.47	0.47	0.47	0.47	
x823	0.47	0.47	0.47	0.47	
x829	0.47	0.47	0.47	0.47	
x832	0.47	0.47	0.47	0.47	
x843	0.47	0.47	0.47	0.47	
x846	0.47	0.47	0.47	0.47	
x851	0.47	0.47	0.47	0.47	
x852	0.47	0.47	0.47	0.47	
x856	0.47	0.47	0.47	0.47	
x861	0.47	0.47	0.47	0.47	
x872	0.47	0.47	0.47	0.47	
x877	0.47	0.47	0.47	0.47	
x878	0.47	0.47	0.47	0.47	
x885	0.47	0.47	0.47	0.47	
x887	0.47	0.47	0.47	0.47	
x892	0.47	0.47	0.47	0.47	
x901	0.47	0.47	0.47	0.47	
x904	0.47	0.47	0.47	0.47	
x905	0.47	0.47	0.47	0.47	
x913	0.47	0.47	0.47	0.47	
x914	0.47	0.47	0.47	0.47	
x915	0.47	0.47	0.47	0.47	
x919	0.47	0.47	0.47	0.47	
x922	0.47	0.47	0.47	0.47	
x937	0.47	0.47	0.47	0.47	
x946	0.47	0.47	0.47	0.47	
x953	0.47	0.47	0.47	0.47	
x960	0.47	0.47	0.47	0.47	
x961	0.47	0.47	0.47	0.47	
x964	0.47	0.47	0.47	0.47	
x969	0.47	0.47	0.47	0.47	
x974	0.47	0.47	0.47	0.47	
x981	0.47	0.47	0.47	0.47	
x983	0.47	0.47	0.47	0.47	
x988	0.47	0.47	0.47	0.47	
x1007	0.47	0.47	0.47	0.47	
x1009	0.47	0.47	0.47	0.47	
x1031	0.47	0.47	0.47	0.47	
x1039	0.47	0.47	0.47	0.47	
x1045	0.47	0.47	0.47	0.47	
x1046	0.47	0.47	0.47	0.47	
x1062	0.47	0.47	0.47	0.47	
x1066	0.47	0.47	0.47	0.47	
x1070	0.47	0.47	0.47	0.47	
x1084	0.47	0.47	0.47	0.47	
x1094	0.47	0.47	0.47	0.47	
x1095	0.47	0.47	0.47	0.47	
x1100	0.47	0.47	0.47	0.47	
x1133	0.47	0.47	0.47	0.47	
x1158	0.47	0.47	0.47	0.47	
x1162	0.47	0.47	0.47	0.47	
x1166	0.47	0.47	0.47	0.47	
x1167	0.47	0.47	0.47	0.47	
x1168	0.47	0.47	0.47	0.47	
x1187	0.47	0.47	0.47	0.47	
x1194	0.47	0.47	0.47	0.47	
x1198	0.47	0.47	0.47	0.47	
x1201	0.47	0.47	0.47	0.47	
x1202	0.47	0.47	0.47	0.47	
x1204	0.47	0.47	0.47	0.47	
x1206	0.47	0.47	0.47	0.47	
x1208	0.47	0.47	0.47	0.47	
x1217	0.47	0.47	0.47	0.47	
x1219	0.47	0.47	0.47	0.47	
x1225	0.47	0.47	0.47	0.47	
x1232	0.47	0.47	0.47	0.47	
x1235	0.47	0.47	0.47	0.47	
x1236	0.47	0.47	0.47	0.47	
x1240	0.47	0.47	0.47	0.47	
x1256	0.47	0.47	0.47	0.47	
x1261	0.47	0.47	0.47	0.47	
x1266	0.47	0.47	0.47	0.47	
x1268	0.47	0.47	0.47	0.47	
x1289	0.47	0.47	0.47	0.47	
x1297	0.47	0.47	0.47	0.47	
x1301	0.47	0.47	0.47	0.47	
x1302	0.47	0.47	0.47	0.47	
x1304	0.47	0.47	0.47	0.47	
x1315	0.47	0.47	0.47	0.47	
x1325	0.47	0.47	0.47	0.47	
x1334	0.47	0.47	0.47	0.47	
x1337	0.47	0.47	0.47	0.47	
x1339	0.47	0.47	0.47	0.47	
x1341	0.47	0.47	0.47	0.47	
x1346	0.47	0.47	0.47	0.47	
x1347	0.47	0.47	0.47	0.47	
x1351	0.47	0.47	0.47	0.47	
x1357	0.47	0.47	0.47	0.47	
x1358	0.47	0.47	0.47	0.47	
x1363	0.47	0.47	0.47	0.47	
x1369	0.47	0.47	0.47	0.47	
x1371	0.47	0.47	0.47	0.47	
x1373	0.47	0.47	0.47	0.47	
x1374	0.47	0.47	0.47	0.47	
x1375	0.47	0.47	0.47	0.47	
x1388	0.47	0.47	0.47	0.47	
x1401	0.47	0.47	0.47	0.47	
x1406	0.47	0.47	0.47	0.47	
x1416	0.47	0.47	0.47	0.47	
x1427	0.47	0.47	0.47	0.47	
x1430	0.47	0.47	0.47	0.47	
x1435	0.47	0.47	0.47	0.47	
x1441	0.47	0.47	0.47	0.47	
x1461	0.47	0.47	0.47	0.47	
x1469	0.47	0.47	0.47	0.47	
x1470	0.47	0.47	0.47	0.47	
x1472	0.47	0.47	0.47	0.47	
x1478	0.47	0.47	0.47	0.47	
x1487	0.47	0.47	0.47	0.47	
x1488	0.47	0.47	0.47	0.47	
x1490	0.47	0.47	0.47	0.47	
x1493	0.47	0.47	0.47	0.47	
x1494	0.47	0.47	0.47	0.47	
x1497	0.47	0.47	0.47	0.47	
x1498	0.47	0.47	0.47	0.47	


*** Symbolic triclusters *** 

Tricluster #0
(272, 2, 2), X=[6,21,29,33,35,37,42,45,59,61,64,72,75,79,84,86,91,92,100,105,109,111,118,131,136,138,143,152,156,167,168,172,205,207,208,209,211,216,218,220,221,222,234,237,239,243,252,257,275,276,283,285,291,312,313,314,318,320,328,329,335,338,352,354,356,366,371,373,376,397,407,408,409,413,415,423,424,427,430,437,438,443,452,458,471,476,478,480,496,497,499,509,515,519,522,528,559,560,565,578,579,581,584,589,597,599,611,619,621,630,637,640,648,650,658,659,666,671,672,680,684,685,691,696,704,707,717,719,731,749,750,751,753,756,769,771,772,774,795,803,808,810,821,826,840,844,845,850,854,874,880,882,888,894,895,897,901,905,911,912,915,916,917,920,927,933,941,943,944,946,947,963,968,971,972,976,978,979,981,986,991,996,1007,1008,1010,1014,1015,1019,1026,1028,1031,1032,1034,1035,1037,1051,1057,1058,1059,1062,1065,1071,1074,1079,1080,1081,1086,1096,1103,1104,1114,1115,1117,1122,1128,1139,1141,1146,1149,1153,1157,1164,1166,1167,1169,1193,1200,1205,1213,1225,1228,1246,1248,1249,1252,1256,1259,1264,1268,1279,1281,1290,1293,1300,1302,1308,1320,1331,1335,1340,1342,1372,1375,1391,1398,1413,1420,1421,1427,1431,1440,1445,1448,1451,1455,1460,1464,1465,1484,1486,1494,1497], Y=[12,13], Z=[1,2], RowPattern=Constant, ColumnPattern=None, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0 PlaidCoherency=None

Context: 1
X	y12	y13	
x6	a	a	
x21	a	a	
x29	a	a	
x33	a	a	
x35	a	a	
x37	a	a	
x42	a	a	
x45	a	a	
x59	a	a	
x61	a	a	
x64	a	a	
x72	a	a	
x75	a	a	
x79	a	a	
x84	a	a	
x86	a	a	
x91	a	a	
x92	a	a	
x100	a	a	
x105	a	a	
x109	a	a	
x111	a	a	
x118	a	a	
x131	a	a	
x136	a	a	
x138	a	a	
x143	a	a	
x152	a	a	
x156	a	a	
x167	a	a	
x168	a	a	
x172	a	a	
x205	a	a	
x207	a	a	
x208	a	a	
x209	a	a	
x211	a	a	
x216	a	a	
x218	a	a	
x220	a	a	
x221	a	a	
x222	a	a	
x234	a	a	
x237	a	a	
x239	a	a	
x243	a	a	
x252	a	a	
x257	a	a	
x275	a	a	
x276	a	a	
x283	a	a	
x285	a	a	
x291	a	a	
x312	a	a	
x313	a	a	
x314	a	a	
x318	a	a	
x320	a	a	
x328	a	a	
x329	a	a	
x335	a	a	
x338	a	a	
x352	a	a	
x354	a	a	
x356	a	a	
x366	a	a	
x371	a	a	
x373	a	a	
x376	a	a	
x397	a	a	
x407	a	a	
x408	a	a	
x409	a	a	
x413	a	a	
x415	a	a	
x423	a	a	
x424	a	a	
x427	a	a	
x430	a	a	
x437	a	a	
x438	a	a	
x443	a	a	
x452	a	a	
x458	a	a	
x471	a	a	
x476	a	a	
x478	a	a	
x480	a	a	
x496	a	a	
x497	a	a	
x499	a	a	
x509	a	a	
x515	a	a	
x519	a	a	
x522	a	a	
x528	a	a	
x559	a	a	
x560	a	a	
x565	a	a	
x578	a	a	
x579	a	a	
x581	a	a	
x584	a	a	
x589	a	a	
x597	a	a	
x599	a	a	
x611	a	a	
x619	a	a	
x621	a	a	
x630	a	a	
x637	a	a	
x640	a	a	
x648	a	a	
x650	a	a	
x658	a	a	
x659	a	a	
x666	a	a	
x671	a	a	
x672	a	a	
x680	a	a	
x684	a	a	
x685	a	a	
x691	a	a	
x696	a	a	
x704	a	a	
x707	a	a	
x717	a	a	
x719	a	a	
x731	a	a	
x749	a	a	
x750	a	a	
x751	a	a	
x753	a	a	
x756	a	a	
x769	a	a	
x771	a	a	
x772	a	a	
x774	a	a	
x795	a	a	
x803	a	a	
x808	a	a	
x810	a	a	
x821	a	a	
x826	a	a	
x840	a	a	
x844	a	a	
x845	a	a	
x850	a	a	
x854	a	a	
x874	a	a	
x880	a	a	
x882	a	a	
x888	a	a	
x894	a	a	
x895	a	a	
x897	a	a	
x901	a	a	
x905	a	a	
x911	a	a	
x912	a	a	
x915	a	a	
x916	a	a	
x917	a	a	
x920	a	a	
x927	a	a	
x933	a	a	
x941	a	a	
x943	a	a	
x944	a	a	
x946	a	a	
x947	a	a	
x963	a	a	
x968	a	a	
x971	a	a	
x972	a	a	
x976	a	a	
x978	a	a	
x979	a	a	
x981	a	a	
x986	a	a	
x991	a	a	
x996	a	a	
x1007	a	a	
x1008	a	a	
x1010	a	a	
x1014	a	a	
x1015	a	a	
x1019	a	a	
x1026	a	a	
x1028	a	a	
x1031	a	a	
x1032	a	a	
x1034	a	a	
x1035	a	a	
x1037	a	a	
x1051	a	a	
x1057	a	a	
x1058	a	a	
x1059	a	a	
x1062	a	a	
x1065	a	a	
x1071	a	a	
x1074	a	a	
x1079	a	a	
x1080	a	a	
x1081	a	a	
x1086	a	a	
x1096	a	a	
x1103	a	a	
x1104	a	a	
x1114	a	a	
x1115	a	a	
x1117	a	a	
x1122	a	a	
x1128	a	a	
x1139	a	a	
x1141	a	a	
x1146	a	a	
x1149	a	a	
x1153	a	a	
x1157	a	a	
x1164	a	a	
x1166	a	a	
x1167	a	a	
x1169	a	a	
x1193	a	a	
x1200	a	a	
x1205	a	a	
x1213	a	a	
x1225	a	a	
x1228	a	a	
x1246	a	a	
x1248	a	a	
x1249	a	a	
x1252	a	a	
x1256	a	a	
x1259	a	a	
x1264	a	a	
x1268	a	a	
x1279	a	a	
x1281	a	a	
x1290	a	a	
x1293	a	a	
x1300	a	a	
x1302	a	a	
x1308	a	a	
x1320	a	a	
x1331	a	a	
x1335	a	a	
x1340	a	a	
x1342	a	a	
x1372	a	a	
x1375	a	a	
x1391	a	a	
x1398	a	a	
x1413	a	a	
x1420	a	a	
x1421	a	a	
x1427	a	a	
x1431	a	a	
x1440	a	a	
x1445	a	a	
x1448	a	a	
x1451	a	a	
x1455	a	a	
x1460	a	a	
x1464	a	a	
x1465	a	a	
x1484	a	a	
x1486	a	a	
x1494	a	a	
x1497	a	a	

Context: 2
X	y12	y13	
x6	a	a	
x21	a	a	
x29	a	a	
x33	a	a	
x35	a	a	
x37	a	a	
x42	a	a	
x45	a	a	
x59	a	a	
x61	a	a	
x64	a	a	
x72	a	a	
x75	a	a	
x79	a	a	
x84	a	a	
x86	a	a	
x91	a	a	
x92	a	a	
x100	a	a	
x105	a	a	
x109	a	a	
x111	a	a	
x118	a	a	
x131	a	a	
x136	a	a	
x138	a	a	
x143	a	a	
x152	a	a	
x156	a	a	
x167	a	a	
x168	a	a	
x172	a	a	
x205	a	a	
x207	a	a	
x208	a	a	
x209	a	a	
x211	a	a	
x216	a	a	
x218	a	a	
x220	a	a	
x221	a	a	
x222	a	a	
x234	a	a	
x237	a	a	
x239	a	a	
x243	a	a	
x252	a	a	
x257	a	a	
x275	a	a	
x276	a	a	
x283	a	a	
x285	a	a	
x291	a	a	
x312	a	a	
x313	a	a	
x314	a	a	
x318	a	a	
x320	a	a	
x328	a	a	
x329	a	a	
x335	a	a	
x338	a	a	
x352	a	a	
x354	a	a	
x356	a	a	
x366	a	a	
x371	a	a	
x373	a	a	
x376	a	a	
x397	a	a	
x407	a	a	
x408	a	a	
x409	a	a	
x413	a	a	
x415	a	a	
x423	a	a	
x424	a	a	
x427	a	a	
x430	a	a	
x437	a	a	
x438	a	a	
x443	a	a	
x452	a	a	
x458	a	a	
x471	a	a	
x476	a	a	
x478	a	a	
x480	a	a	
x496	a	a	
x497	a	a	
x499	a	a	
x509	a	a	
x515	a	a	
x519	a	a	
x522	a	a	
x528	a	a	
x559	a	a	
x560	a	a	
x565	a	a	
x578	a	a	
x579	a	a	
x581	a	a	
x584	a	a	
x589	a	a	
x597	a	a	
x599	a	a	
x611	a	a	
x619	a	a	
x621	a	a	
x630	a	a	
x637	a	a	
x640	a	a	
x648	a	a	
x650	a	a	
x658	a	a	
x659	a	a	
x666	a	a	
x671	a	a	
x672	a	a	
x680	a	a	
x684	a	a	
x685	a	a	
x691	a	a	
x696	a	a	
x704	a	a	
x707	a	a	
x717	a	a	
x719	a	a	
x731	a	a	
x749	a	a	
x750	a	a	
x751	a	a	
x753	a	a	
x756	a	a	
x769	a	a	
x771	a	a	
x772	a	a	
x774	a	a	
x795	a	a	
x803	a	a	
x808	a	a	
x810	a	a	
x821	a	a	
x826	a	a	
x840	a	a	
x844	a	a	
x845	a	a	
x850	a	a	
x854	a	a	
x874	a	a	
x880	a	a	
x882	a	a	
x888	a	a	
x894	a	a	
x895	a	a	
x897	a	a	
x901	a	a	
x905	a	a	
x911	a	a	
x912	a	a	
x915	a	a	
x916	a	a	
x917	a	a	
x920	a	a	
x927	a	a	
x933	a	a	
x941	a	a	
x943	a	a	
x944	a	a	
x946	a	a	
x947	a	a	
x963	a	a	
x968	a	a	
x971	a	a	
x972	a	a	
x976	a	a	
x978	a	a	
x979	a	a	
x981	a	a	
x986	a	a	
x991	a	a	
x996	a	a	
x1007	a	a	
x1008	a	a	
x1010	a	a	
x1014	a	a	
x1015	a	a	
x1019	a	a	
x1026	a	a	
x1028	a	a	
x1031	a	a	
x1032	a	a	
x1034	a	a	
x1035	a	a	
x1037	a	a	
x1051	a	a	
x1057	a	a	
x1058	a	a	
x1059	a	a	
x1062	a	a	
x1065	a	a	
x1071	a	a	
x1074	a	a	
x1079	a	a	
x1080	a	a	
x1081	a	a	
x1086	a	a	
x1096	a	a	
x1103	a	a	
x1104	a	a	
x1114	a	a	
x1115	a	a	
x1117	a	a	
x1122	a	a	
x1128	a	a	
x1139	a	a	
x1141	a	a	
x1146	a	a	
x1149	a	a	
x1153	a	a	
x1157	a	a	
x1164	a	a	
x1166	a	a	
x1167	a	a	
x1169	a	a	
x1193	a	a	
x1200	a	a	
x1205	a	a	
x1213	a	a	
x1225	a	a	
x1228	a	a	
x1246	a	a	
x1248	a	a	
x1249	a	a	
x1252	a	a	
x1256	a	a	
x1259	a	a	
x1264	a	a	
x1268	a	a	
x1279	a	a	
x1281	a	a	
x1290	a	a	
x1293	a	a	
x1300	a	a	
x1302	a	a	
x1308	a	a	
x1320	a	a	
x1331	a	a	
x1335	a	a	
x1340	a	a	
x1342	a	a	
x1372	a	a	
x1375	a	a	
x1391	a	a	
x1398	a	a	
x1413	a	a	
x1420	a	a	
x1421	a	a	
x1427	a	a	
x1431	a	a	
x1440	a	a	
x1445	a	a	
x1448	a	a	
x1451	a	a	
x1455	a	a	
x1460	a	a	
x1464	a	a	
x1465	a	a	
x1484	a	a	
x1486	a	a	
x1494	a	a	
x1497	a	a	


*** Mixed triclusters *** 

Tricluster #3
(273, 5, 2), X=[3,20,22,24,27,32,40,41,47,48,53,54,55,60,62,83,85,88,89,93,98,102,103,121,122,126,127,128,133,149,157,158,161,163,166,171,178,181,182,186,191,198,201,213,217,227,230,232,233,242,255,260,265,268,269,271,278,281,293,302,305,317,319,324,334,341,345,346,349,358,363,379,382,392,406,410,417,418,422,428,441,451,453,454,456,470,472,481,482,485,489,491,492,500,507,508,521,524,525,527,530,540,543,549,550,557,562,574,576,592,595,617,628,632,649,662,667,673,681,699,700,708,714,723,726,729,730,732,735,737,741,745,746,748,762,764,765,766,770,775,792,796,799,817,825,831,839,846,848,849,851,853,855,862,865,867,868,873,876,884,885,887,891,907,909,926,936,942,950,951,954,956,958,964,965,970,983,993,994,1001,1018,1029,1039,1040,1045,1052,1053,1054,1055,1056,1061,1063,1066,1068,1070,1073,1076,1082,1084,1090,1091,1098,1102,1106,1111,1112,1118,1120,1125,1131,1134,1135,1136,1140,1143,1178,1181,1185,1186,1189,1194,1199,1202,1206,1210,1211,1220,1229,1236,1243,1251,1267,1269,1270,1280,1286,1294,1298,1299,1301,1306,1313,1326,1336,1337,1344,1349,1351,1365,1367,1374,1378,1388,1395,1401,1404,1406,1410,1411,1412,1425,1426,1428,1432,1439,1454,1457,1467,1474,1475,1487,1488,1498], Numeric Columns=[2,4], Symbolic Columns=[10,12,18], Z=[0,1],
Numeric Properties:  RowPattern=Constant, ColumnPattern=None, ContextPattern=Constant, PlaidCoherency=No Overlapping
Symbolic Properties:  RowPattern=Constant, ColumnPattern=None
 ContextPattern=Constant,%Missings=0, %Noise=0, %Errors=0,

Context: 0
X	y2	y4	y10	y12	y18	
x3	5.82	8.26	b	a	c	
x20	5.82	8.26	b	a	c	
x22	5.82	8.26	b	a	c	
x24	5.82	8.26	b	a	c	
x27	5.82	8.26	b	a	c	
x32	5.82	8.26	b	a	c	
x40	5.82	8.26	b	a	c	
x41	5.82	8.26	b	a	c	
x47	5.82	8.26	b	a	c	
x48	5.82	8.26	b	a	c	
