Total of planted triclusters: 6
Number of planted numeric triclusters: 3
Number of planted symbolic triclusters: 2
Number of planted mixed triclusters: 1
Tricluster coverage: 10.395%
Missing values on dataset: 0.0%
Noise values on dataset: 0.0%
Errors on dataset: 0.0%


*** Numeric triclusters *** 

Tricluster #2
 (247, 4, 2), X=[1,3,4,11,16,17,20,21,22,23,26,29,37,39,44,50,54,68,72,73,75,91,92,95,100,106,112,116,160,161,170,172,176,181,182,190,200,206,211,213,214,217,219,236,239,253,257,278,280,285,292,293,295,302,307,312,314,315,323,326,330,331,333,335,337,343,347,351,357,366,379,382,388,389,391,398,410,434,442,447,453,463,474,488,490,492,496,499,500,505,523,528,529,531,545,563,567,568,570,580,586,592,595,600,613,622,625,637,652,657,671,676,687,689,691,692,699,701,707,709,719,722,723,735,740,747,751,752,753,756,768,769,776,779,782,784,790,793,797,799,810,811,812,827,857,858,867,880,882,896,898,899,900,901,912,916,919,920,921,927,929,931,933,948,950,951,953,954,964,965,967,986,991,992,996,1001,1003,1006,1009,1017,1022,1023,1056,1057,1063,1064,1066,1080,1085,1100,1108,1113,1118,1122,1139,1141,1158,1170,1173,1176,1179,1181,1183,1189,1191,1193,1198,1203,1227,1231,1240,1245,1246,1255,1264,1269,1281,1286,1291,1306,1308,1319,1322,1335,1336,1341,1358,1361,1364,1383,1389,1392,1420,1423,1429,1430,1442,1447,1448,1454,1461,1466,1475,1484,1493,1497,1499], Y=[0,1,2,6], Z=[0,1], RowPattern=Constant, ColumnPattern=None, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0, PlaidCoherency=No Overlapping

Context: 0
X	y0	y1	y2	y6	
x351	9.93	9.93	9.93	9.93	
x357	9.93	9.93	9.93	9.93	
x361	9.93	9.93	9.93	9.93	
x369	9.93	9.93	9.93	9.93	
x370	9.93	9.93	9.93	9.93	
x371	9.93	9.93	9.93	9.93	
x380	9.93	9.93	9.93	9.93	
x386	9.93	9.93	9.93	9.93	
x417	9.93	9.93	9.93	9.93	
x419	9.93	9.93	9.93	9.93	
x422	9.93	9.93	9.93	9.93	
x435	9.93	9.93	9.93	9.93	
x438	9.93	9.93	9.93	9.93	
x442	9.93	9.93	9.93	9.93	
x450	9.93	9.93	9.93	9.93	
x455	9.93	9.93	9.93	9.93	
x465	9.93	9.93	9.93	9.93	
x467	9.93	9.93	9.93	9.93	
x487	9.93	9.93	9.93	9.93	
x488	9.93	9.93	9.93	9.93	
x491	9.93	9.93	9.93	9.93	
x493	9.93	9.93	9.93	9.93	
x515	9.93	9.93	9.93	9.93	
x516	9.93	9.93	9.93	9.93	
x521	9.93	9.93	9.93	9.93	
x524	9.93	9.93	9.93	9.93	
x532	9.93	9.93	9.93	9.93	
x551	9.93	9.93	9.93	9.93	
x564	9.93	9.93	9.93	9.93	
x567	9.93	9.93	9.93	9.93	
x569	9.93	9.93	9.93	9.93	
x572	9.93	9.93	9.93	9.93	
x573	9.93	9.93	9.93	9.93	
x575	9.93	9.93	9.93	9.93	
x577	9.93	9.93	9.93	9.93	
x591	9.93	9.93	9.93	9.93	
x600	9.93	9.93	9.93	9.93	
x602	9.93	9.93	9.93	9.93	
x604	9.93	9.93	9.93	9.93	
x607	9.93	9.93	9.93	9.93	
x610	9.93	9.93	9.93	9.93	
x611	9.93	9.93	9.93	9.93	
x615	9.93	9.93	9.93	9.93	
x621	9.93	9.93	9.93	9.93	
x624	9.93	9.93	9.93	9.93	
x630	9.93	9.93	9.93	9.93	
x634	9.93	9.93	9.93	9.93	
x643	9.93	9.93	9.93	9.93	
x644	9.93	9.93	9.93	9.93	
x647	9.93	9.93	9.93	9.93	
x656	9.93	9.93	9.93	9.93	
x657	9.93	9.93	9.93	9.93	
x668	9.93	9.93	9.93	9.93	
x671	9.93	9.93	9.93	9.93	
x672	9.93	9.93	9.93	9.93	
x677	9.93	9.93	9.93	9.93	
x684	9.93	9.93	9.93	9.93	
x691	9.93	9.93	9.93	9.93	
x700	9.93	9.93	9.93	9.93	
x706	9.93	9.93	9.93	9.93	
x710	9.93	9.93	9.93	9.93	
x713	9.93	9.93	9.93	9.93	
x717	9.93	9.93	9.93	9.93	
x726	9.93	9.93	9.93	9.93	
x731	9.93	9.93	9.93	9.93	
x736	9.93	9.93	9.93	9.93	
x742	9.93	9.93	9.93	9.93	
x779	9.93	9.93	9.93	9.93	
x780	9.93	9.93	9.93	9.93	
x788	9.93	9.93	9.93	9.93	
x796	9.93	9.93	9.93	9.93	
x808	9.93	9.93	9.93	9.93	
x815	9.93	9.93	9.93	9.93	
x819	9.93	9.93	9.93	9.93	
x835	9.93	9.93	9.93	9.93	
x860	9.93	9.93	9.93	9.93	
x862	9.93	9.93	9.93	9.93	
x864	9.93	9.93	9.93	9.93	
x866	9.93	9.93	9.93	9.93	
x876	9.93	9.93	9.93	9.93	
x877	9.93	9.93	9.93	9.93	
x884	9.93	9.93	9.93	9.93	
x886	9.93	9.93	9.93	9.93	
x905	9.93	9.93	9.93	9.93	
x917	9.93	9.93	9.93	9.93	
x934	9.93	9.93	9.93	9.93	
x938	9.93	9.93	9.93	9.93	
x941	9.93	9.93	9.93	9.93	
x945	9.93	9.93	9.93	9.93	
x946	9.93	9.93	9.93	9.93	
x952	9.93	9.93	9.93	9.93	
x953	9.93	9.93	9.93	9.93	
x962	9.93	9.93	9.93	9.93	
x964	9.93	9.93	9.93	9.93	
x967	9.93	9.93	9.93	9.93	
x968	9.93	9.93	9.93	9.93	
x970	9.93	9.93	9.93	9.93	
x973	9.93	9.93	9.93	9.93	
x983	9.93	9.93	9.93	9.93	
x986	9.93	9.93	9.93	9.93	
x991	9.93	9.93	9.93	9.93	
x992	9.93	9.93	9.93	9.93	
x998	9.93	9.93	9.93	9.93	
x999	9.93	9.93	9.93	9.93	
x1014	9.93	9.93	9.93	9.93	
x1028	9.93	9.93	9.93	9.93	
x1033	9.93	9.93	9.93	9.93	
x1035	9.93	9.93	9.93	9.93	
x1038	9.93	9.93	9.93	9.93	
x1040	9.93	9.93	9.93	9.93	
x1047	9.93	9.93	9.93	9.93	
x1052	9.93	9.93	9.93	9.93	
x1056	9.93	9.93	9.93	9.93	
x1058	9.93	9.93	9.93	9.93	
x1070	9.93	9.93	9.93	9.93	
x1071	9.93	9.93	9.93	9.93	
x1074	9.93	9.93	9.93	9.93	
x1076	9.93	9.93	9.93	9.93	
x1079	9.93	9.93	9.93	9.93	
x1085	9.93	9.93	9.93	9.93	
x1086	9.93	9.93	9.93	9.93	
x1087	9.93	9.93	9.93	9.93	
x1090	9.93	9.93	9.93	9.93	
x1091	9.93	9.93	9.93	9.93	
x1092	9.93	9.93	9.93	9.93	
x1100	9.93	9.93	9.93	9.93	
x1104	9.93	9.93	9.93	9.93	
x1112	9.93	9.93	9.93	9.93	
x1115	9.93	9.93	9.93	9.93	
x1120	9.93	9.93	9.93	9.93	
x1121	9.93	9.93	9.93	9.93	
x1135	9.93	9.93	9.93	9.93	
x1142	9.93	9.93	9.93	9.93	
x1147	9.93	9.93	9.93	9.93	
x1149	9.93	9.93	9.93	9.93	
x1160	9.93	9.93	9.93	9.93	
x1181	9.93	9.93	9.93	9.93	
x1184	9.93	9.93	9.93	9.93	
x1185	9.93	9.93	9.93	9.93	
x1192	9.93	9.93	9.93	9.93	
x1200	9.93	9.93	9.93	9.93	
x1218	9.93	9.93	9.93	9.93	
x1230	9.93	9.93	9.93	9.93	
x1235	9.93	9.93	9.93	9.93	
x1246	9.93	9.93	9.93	9.93	
x1248	9.93	9.93	9.93	9.93	
x1251	9.93	9.93	9.93	9.93	
x1255	9.93	9.93	9.93	9.93	
x1258	9.93	9.93	9.93	9.93	
x1261	9.93	9.93	9.93	9.93	
x1263	9.93	9.93	9.93	9.93	
x1271	9.93	9.93	9.93	9.93	
x1274	9.93	9.93	9.93	9.93	
x1277	9.93	9.93	9.93	9.93	
x1281	9.93	9.93	9.93	9.93	
x1288	9.93	9.93	9.93	9.93	
x1293	9.93	9.93	9.93	9.93	
x1296	9.93	9.93	9.93	9.93	
x1306	9.93	9.93	9.93	9.93	
x1309	9.93	9.93	9.93	9.93	
x1313	9.93	9.93	9.93	9.93	
x1314	9.93	9.93	9.93	9.93	
x1323	9.93	9.93	9.93	9.93	
x1339	9.93	9.93	9.93	9.93	
x1343	9.93	9.93	9.93	9.93	
x1344	9.93	9.93	9.93	9.93	
x1349	9.93	9.93	9.93	9.93	
x1357	9.93	9.93	9.93	9.93	
x1359	9.93	9.93	9.93	9.93	
x1362	9.93	9.93	9.93	9.93	
x1371	9.93	9.93	9.93	9.93	
x1380	9.93	9.93	9.93	9.93	
x1386	9.93	9.93	9.93	9.93	
x1388	9.93	9.93	9.93	9.93	
x1390	9.93	9.93	9.93	9.93	
x1408	9.93	9.93	9.93	9.93	
x1409	9.93	9.93	9.93	9.93	
x1412	9.93	9.93	9.93	9.93	
x1428	9.93	9.93	9.93	9.93	
x1441	9.93	9.93	9.93	9.93	
x1451	9.93	9.93	9.93	9.93	
x1454	9.93	9.93	9.93	9.93	
x1455	9.93	9.93	9.93	9.93	
x1470	9.93	9.93	9.93	9.93	
x1474	9.93	9.93	9.93	9.93	
x1477	9.93	9.93	9.93	9.93	
x1483	9.93	9.93	9.93	9.93	
x1487	9.93	9.93	9.93	9.93	
x1495	9.93	9.93	9.93	9.93	

Context: 1
X	y3	y4	y8	y9	
x6	0.23	0.23	0.23	0.23	
x20	0.23	0.23	0.23	0.23	
x22	0.23	0.23	0.23	0.23	
x23	0.23	0.23	0.23	0.23	
x28	0.23	0.23	0.23	0.23	
x30	0.23	0.23	0.23	0.23	
x34	0.23	0.23	0.23	0.23	
x36	0.23	0.23	0.23	0.23	
x55	0.23	0.23	0.23	0.23	
x78	0.23	0.23	0.23	0.23	
x82	0.23	0.23	0.23	0.23	
x83	0.23	0.23	0.23	0.23	
x100	0.23	0.23	0.23	0.23	
x101	0.23	0.23	0.23	0.23	
x102	0.23	0.23	0.23	0.23	
x110	0.23	0.23	0.23	0.23	
x119	0.23	0.23	0.23	0.23	
x121	0.23	0.23	0.23	0.23	
x122	0.23	0.23	0.23	0.23	
x123	0.23	0.23	0.23	0.23	
x126	0.23	0.23	0.23	0.23	
x135	0.23	0.23	0.23	0.23	
x136	0.23	0.23	0.23	0.23	
x137	0.23	0.23	0.23	0.23	
x151	0.23	0.23	0.23	0.23	
x155	0.23	0.23	0.23	0.23	
x163	0.23	0.23	0.23	0.23	
x196	0.23	0.23	0.23	0.23	
x204	0.23	0.23	0.23	0.23	
x213	0.23	0.23	0.23	0.23	
x214	0.23	0.23	0.23	0.23	
x228	0.23	0.23	0.23	0.23	
x230	0.23	0.23	0.23	0.23	
x232	0.23	0.23	0.23	0.23	
x233	0.23	0.23	0.23	0.23	
x241	0.23	0.23	0.23	0.23	
x245	0.23	0.23	0.23	0.23	
x257	0.23	0.23	0.23	0.23	
x258	0.23	0.23	0.23	0.23	
x262	0.23	0.23	0.23	0.23	
x265	0.23	0.23	0.23	0.23	
x273	0.23	0.23	0.23	0.23	
x278	0.23	0.23	0.23	0.23	
x306	0.23	0.23	0.23	0.23	
x308	0.23	0.23	0.23	0.23	
x315	0.23	0.23	0.23	0.23	
x318	0.23	0.23	0.23	0.23	
x325	0.23	0.23	0.23	0.23	
x328	0.23	0.23	0.23	0.23	
x337	0.23	0.23	0.23	0.23	
x345	0.23	0.23	0.23	0.23	
x350	0.23	0.23	0.23	0.23	
x351	0.23	0.23	0.23	0.23	
x357	0.23	0.23	0.23	0.23	
x361	0.23	0.23	0.23	0.23	
x369	0.23	0.23	0.23	0.23	
x370	0.23	0.23	0.23	0.23	
x371	0.23	0.23	0.23	0.23	
x380	0.23	0.23	0.23	0.23	
x386	0.23	0.23	0.23	0.23	
x417	0.23	0.23	0.23	0.23	
x419	0.23	0.23	0.23	0.23	
x422	0.23	0.23	0.23	0.23	
x435	0.23	0.23	0.23	0.23	
x438	0.23	0.23	0.23	0.23	
x442	0.23	0.23	0.23	0.23	
x450	0.23	0.23	0.23	0.23	
x455	0.23	0.23	0.23	0.23	
x465	0.23	0.23	0.23	0.23	
x467	0.23	0.23	0.23	0.23	
x487	0.23	0.23	0.23	0.23	
x488	0.23	0.23	0.23	0.23	
x491	0.23	0.23	0.23	0.23	
x493	0.23	0.23	0.23	0.23	
x515	0.23	0.23	0.23	0.23	
x516	0.23	0.23	0.23	0.23	
x521	0.23	0.23	0.23	0.23	
x524	0.23	0.23	0.23	0.23	
x532	0.23	0.23	0.23	0.23	
x551	0.23	0.23	0.23	0.23	
x564	0.23	0.23	0.23	0.23	
x567	0.23	0.23	0.23	0.23	
x569	0.23	0.23	0.23	0.23	
x572	0.23	0.23	0.23	0.23	
x573	0.23	0.23	0.23	0.23	
x575	0.23	0.23	0.23	0.23	
x577	0.23	0.23	0.23	0.23	
x591	0.23	0.23	0.23	0.23	
x600	0.23	0.23	0.23	0.23	
x602	0.23	0.23	0.23	0.23	
x604	0.23	0.23	0.23	0.23	
x607	0.23	0.23	0.23	0.23	
x610	0.23	0.23	0.23	0.23	
x611	0.23	0.23	0.23	0.23	
x615	0.23	0.23	0.23	0.23	
x621	0.23	0.23	0.23	0.23	
x624	0.23	0.23	0.23	0.23	
x630	0.23	0.23	0.23	0.23	
x634	0.23	0.23	0.23	0.23	
x643	0.23	0.23	0.23	0.23	
x644	0.23	0.23	0.23	0.23	
x647	0.23	0.23	0.23	0.23	
x656	0.23	0.23	0.23	0.23	
x657	0.23	0.23	0.23	0.23	
x668	0.23	0.23	0.23	0.23	
x671	0.23	0.23	0.23	0.23	
x672	0.23	0.23	0.23	0.23	
x677	0.23	0.23	0.23	0.23	
x684	0.23	0.23	0.23	0.23	
x691	0.23	0.23	0.23	0.23	
x700	0.23	0.23	0.23	0.23	
x706	0.23	0.23	0.23	0.23	
x710	0.23	0.23	0.23	0.23	
x713	0.23	0.23	0.23	0.23	
x717	0.23	0.23	0.23	0.23	
x726	0.23	0.23	0.23	0.23	
x731	0.23	0.23	0.23	0.23	
x736	0.23	0.23	0.23	0.23	
x742	0.23	0.23	0.23	0.23	
x779	0.23	0.23	0.23	0.23	
x780	0.23	0.23	0.23	0.23	
x788	0.23	0.23	0.23	0.23	
x796	0.23	0.23	0.23	0.23	
x808	0.23	0.23	0.23	0.23	
x815	0.23	0.23	0.23	0.23	
x819	0.23	0.23	0.23	0.23	
x835	0.23	0.23	0.23	0.23	
x860	0.23	0.23	0.23	0.23	
x862	0.23	0.23	0.23	0.23	
x864	0.23	0.23	0.23	0.23	
x866	0.23	0.23	0.23	0.23	
x876	0.23	0.23	0.23	0.23	
x877	0.23	0.23	0.23	0.23	
x884	0.23	0.23	0.23	0.23	
x886	0.23	0.23	0.23	0.23	
x905	0.23	0.23	0.23	0.23	
x917	0.23	0.23	0.23	0.23	
x934	0.23	0.23	0.23	0.23	
x938	0.23	0.23	0.23	0.23	
x941	0.23	0.23	0.23	0.23	
x945	0.23	0.23	0.23	0.23	
x946	0.23	0.23	0.23	0.23	
x952	0.23	0.23	0.23	0.23	
x953	0.23	0.23	0.23	0.23	
x962	0.23	0.23	0.23	0.23	
x964	0.23	0.23	0.23	0.23	
x967	0.23	0.23	0.23	0.23	
x968	0.23	0.23	0.23	0.23	
x970	0.23	0.23	0.23	0.23	
x973	0.23	0.23	0.23	0.23	
x983	0.23	0.23	0.23	0.23	
x986	0.23	0.23	0.23	0.23	
x991	0.23	0.23	0.23	0.23	
x992	0.23	0.23	0.23	0.23	
x998	0.23	0.23	0.23	0.23	
x999	0.23	0.23	0.23	0.23	
x1014	0.23	0.23	0.23	0.23	
x1028	0.23	0.23	0.23	0.23	
x1033	0.23	0.23	0.23	0.23	
x1035	0.23	0.23	0.23	0.23	
x1038	0.23	0.23	0.23	0.23	
x1040	0.23	0.23	0.23	0.23	
x1047	0.23	0.23	0.23	0.23	
x1052	0.23	0.23	0.23	0.23	
x1056	0.23	0.23	0.23	0.23	
x1058	0.23	0.23	0.23	0.23	
x1070	0.23	0.23	0.23	0.23	
x1071	0.23	0.23	0.23	0.23	
x1074	0.23	0.23	0.23	0.23	
x1076	0.23	0.23	0.23	0.23	
x1079	0.23	0.23	0.23	0.23	
x1085	0.23	0.23	0.23	0.23	
x1086	0.23	0.23	0.23	0.23	
x1087	0.23	0.23	0.23	0.23	
x1090	0.23	0.23	0.23	0.23	
x1091	0.23	0.23	0.23	0.23	
x1092	0.23	0.23	0.23	0.23	
x1100	0.23	0.23	0.23	0.23	
x1104	0.23	0.23	0.23	0.23	
x1112	0.23	0.23	0.23	0.23	
x1115	0.23	0.23	0.23	0.23	
x1120	0.23	0.23	0.23	0.23	
x1121	0.23	0.23	0.23	0.23	
x1135	0.23	0.23	0.23	0.23	
x1142	0.23	0.23	0.23	0.23	
x1147	0.23	0.23	0.23	0.23	
x1149	0.23	0.23	0.23	0.23	
x1160	0.23	0.23	0.23	0.23	
x1181	0.23	0.23	0.23	0.23	
x1184	0.23	0.23	0.23	0.23	
x1185	0.23	0.23	0.23	0.23	
x1192	0.23	0.23	0.23	0.23	
x1200	0.23	0.23	0.23	0.23	
x1218	0.23	0.23	0.23	0.23	
x1230	0.23	0.23	0.23	0.23	
x1235	0.23	0.23	0.23	0.23	
x1246	0.23	0.23	0.23	0.23	
x1248	0.23	0.23	0.23	0.23	
x1251	0.23	0.23	0.23	0.23	
x1255	0.23	0.23	0.23	0.23	
x1258	0.23	0.23	0.23	0.23	
x1261	0.23	0.23	0.23	0.23	
x1263	0.23	0.23	0.23	0.23	
x1271	0.23	0.23	0.23	0.23	
x1274	0.23	0.23	0.23	0.23	
x1277	0.23	0.23	0.23	0.23	
x1281	0.23	0.23	0.23	0.23	
x1288	0.23	0.23	0.23	0.23	
x1293	0.23	0.23	0.23	0.23	
x1296	0.23	0.23	0.23	0.23	
x1306	0.23	0.23	0.23	0.23	
x1309	0.23	0.23	0.23	0.23	
x1313	0.23	0.23	0.23	0.23	
x1314	0.23	0.23	0.23	0.23	
x1323	0.23	0.23	0.23	0.23	
x1339	0.23	0.23	0.23	0.23	
x1343	0.23	0.23	0.23	0.23	
x1344	0.23	0.23	0.23	0.23	
x1349	0.23	0.23	0.23	0.23	
x1357	0.23	0.23	0.23	0.23	
x1359	0.23	0.23	0.23	0.23	
x1362	0.23	0.23	0.23	0.23	
x1371	0.23	0.23	0.23	0.23	
x1380	0.23	0.23	0.23	0.23	
x1386	0.23	0.23	0.23	0.23	
x1388	0.23	0.23	0.23	0.23	
x1390	0.23	0.23	0.23	0.23	
x1408	0.23	0.23	0.23	0.23	
x1409	0.23	0.23	0.23	0.23	
x1412	0.23	0.23	0.23	0.23	
x1428	0.23	0.23	0.23	0.23	
x1441	0.23	0.23	0.23	0.23	
x1451	0.23	0.23	0.23	0.23	
x1454	0.23	0.23	0.23	0.23	
x1455	0.23	0.23	0.23	0.23	
x1470	0.23	0.23	0.23	0.23	
x1474	0.23	0.23	0.23	0.23	
x1477	0.23	0.23	0.23	0.23	
x1483	0.23	0.23	0.23	0.23	
x1487	0.23	0.23	0.23	0.23	
x1495	0.23	0.23	0.23	0.23	

Tricluster #4
 (283, 4, 2), X=[5,9,13,18,31,38,40,45,46,48,49,53,59,60,61,70,74,77,79,80,81,88,90,97,103,108,114,118,120,128,131,154,164,167,168,175,180,186,187,188,189,198,201,203,205,207,209,223,238,243,251,275,277,281,282,283,284,288,297,305,313,324,346,355,358,359,363,365,375,376,383,395,399,400,407,408,409,413,423,425,428,429,432,445,451,454,456,459,464,466,470,475,478,481,483,484,494,497,504,510,518,519,522,527,533,537,539,542,549,555,562,566,576,579,585,589,593,596,601,612,616,620,627,632,642,651,654,655,666,667,669,673,693,694,703,711,720,727,738,741,743,744,746,754,757,758,770,781,783,785,794,805,806,807,809,817,818,820,821,829,831,840,842,845,846,847,859,863,874,881,888,889,891,892,902,908,913,914,924,932,940,958,961,969,979,980,981,987,994,997,1002,1004,1008,1011,1019,1021,1029,1031,1044,1045,1049,1054,1068,1069,1093,1097,1098,1101,1102,1124,1125,1126,1131,1133,1137,1144,1145,1156,1157,1159,1164,1168,1174,1180,1196,1205,1206,1207,1210,1212,1213,1217,1222,1224,1229,1234,1241,1242,1243,1249,1262,1267,1268,1272,1276,1284,1285,1289,1292,1298,1300,1307,1312,1326,1334,1345,1352,1353,1354,1365,1368,1375,1379,1382,1384,1391,1400,1401,1403,1404,1414,1427,1434,1440,1443,1450,1456,1458,1464,1469,1481,1485,1492], Y=[1,4,5,7], Z=[1,2], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Additive, Seed=0.54,  RowFactors=[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0], ColumnFactors=[0,0,0,0], ContextFactors=[3.48,0.05] %Missings=0, %Noise=0, %Errors=0, PlaidCoherency=No Overlapping

Context: 1
X	y1	y4	y5	y7	
x5	4.02	4.02	4.02	4.02	
x9	4.02	4.02	4.02	4.02	
x13	4.02	4.02	4.02	4.02	
x18	4.02	4.02	4.02	4.02	
x31	4.02	4.02	4.02	4.02	
x38	4.02	4.02	4.02	4.02	
x40	4.02	4.02	4.02	4.02	
x45	4.02	4.02	4.02	4.02	
x46	4.02	4.02	4.02	4.02	
x48	4.02	4.02	4.02	4.02	
x49	4.02	4.02	4.02	4.02	
x53	4.02	4.02	4.02	4.02	
x59	4.02	4.02	4.02	4.02	
x60	4.02	4.02	4.02	4.02	
x61	4.02	4.02	4.02	4.02	
x70	4.02	4.02	4.02	4.02	
x74	4.02	4.02	4.02	4.02	
x77	4.02	4.02	4.02	4.02	
x79	4.02	4.02	4.02	4.02	
x80	4.02	4.02	4.02	4.02	
x81	4.02	4.02	4.02	4.02	
x88	4.02	4.02	4.02	4.02	
x90	4.02	4.02	4.02	4.02	
x97	4.02	4.02	4.02	4.02	
x103	4.02	4.02	4.02	4.02	
x108	4.02	4.02	4.02	4.02	
x114	4.02	4.02	4.02	4.02	
x118	4.02	4.02	4.02	4.02	
x120	4.02	4.02	4.02	4.02	
x128	4.02	4.02	4.02	4.02	
x131	4.02	4.02	4.02	4.02	
x154	4.02	4.02	4.02	4.02	
x164	4.02	4.02	4.02	4.02	
x167	4.02	4.02	4.02	4.02	
x168	4.02	4.02	4.02	4.02	
x175	4.02	4.02	4.02	4.02	
x180	4.02	4.02	4.02	4.02	
x186	4.02	4.02	4.02	4.02	
x187	4.02	4.02	4.02	4.02	
x188	4.02	4.02	4.02	4.02	
x189	4.02	4.02	4.02	4.02	
x198	4.02	4.02	4.02	4.02	
x201	4.02	4.02	4.02	4.02	
x203	4.02	4.02	4.02	4.02	
x205	4.02	4.02	4.02	4.02	
x207	4.02	4.02	4.02	4.02	
x209	4.02	4.02	4.02	4.02	
x223	4.02	4.02	4.02	4.02	
x238	4.02	4.02	4.02	4.02	
x243	4.02	4.02	4.02	4.02	
x251	4.02	4.02	4.02	4.02	
x275	4.02	4.02	4.02	4.02	
x277	4.02	4.02	4.02	4.02	
x281	4.02	4.02	4.02	4.02	
x282	4.02	4.02	4.02	4.02	
x283	4.02	4.02	4.02	4.02	
x284	4.02	4.02	4.02	4.02	
x288	4.02	4.02	4.02	4.02	
x297	4.02	4.02	4.02	4.02	
x305	4.02	4.02	4.02	4.02	
x313	4.02	4.02	4.02	4.02	
x324	4.02	4.02	4.02	4.02	
x346	4.02	4.02	4.02	4.02	
x355	4.02	4.02	4.02	4.02	
x358	4.02	4.02	4.02	4.02	
x359	4.02	4.02	4.02	4.02	
x363	4.02	4.02	4.02	4.02	
x365	4.02	4.02	4.02	4.02	
x375	4.02	4.02	4.02	4.02	
x376	4.02	4.02	4.02	4.02	
x383	4.02	4.02	4.02	4.02	
x395	4.02	4.02	4.02	4.02	
x399	4.02	4.02	4.02	4.02	
x400	4.02	4.02	4.02	4.02	
x407	4.02	4.02	4.02	4.02	
x408	4.02	4.02	4.02	4.02	
x409	4.02	4.02	4.02	4.02	
x413	4.02	4.02	4.02	4.02	
x423	4.02	4.02	4.02	4.02	
x425	4.02	4.02	4.02	4.02	
x428	4.02	4.02	4.02	4.02	
x429	4.02	4.02	4.02	4.02	
x432	4.02	4.02	4.02	4.02	
x445	4.02	4.02	4.02	4.02	
x451	4.02	4.02	4.02	4.02	
x454	4.02	4.02	4.02	4.02	
x456	4.02	4.02	4.02	4.02	
x459	4.02	4.02	4.02	4.02	
x464	4.02	4.02	4.02	4.02	
x466	4.02	4.02	4.02	4.02	
x470	4.02	4.02	4.02	4.02	
x475	4.02	4.02	4.02	4.02	
x478	4.02	4.02	4.02	4.02	
x481	4.02	4.02	4.02	4.02	
x483	4.02	4.02	4.02	4.02	
x484	4.02	4.02	4.02	4.02	
x494	4.02	4.02	4.02	4.02	
x497	4.02	4.02	4.02	4.02	
x504	4.02	4.02	4.02	4.02	
x510	4.02	4.02	4.02	4.02	
x518	4.02	4.02	4.02	4.02	
x519	4.02	4.02	4.02	4.02	
x522	4.02	4.02	4.02	4.02	
x527	4.02	4.02	4.02	4.02	
x533	4.02	4.02	4.02	4.02	
x537	4.02	4.02	4.02	4.02	
x539	4.02	4.02	4.02	4.02	
x542	4.02	4.02	4.02	4.02	
x549	4.02	4.02	4.02	4.02	
x555	4.02	4.02	4.02	4.02	
x562	4.02	4.02	4.02	4.02	
x566	4.02	4.02	4.02	4.02	
x576	4.02	4.02	4.02	4.02	
x579	4.02	4.02	4.02	4.02	
x585	4.02	4.02	4.02	4.02	
x589	4.02	4.02	4.02	4.02	
x593	4.02	4.02	4.02	4.02	
x596	4.02	4.02	4.02	4.02	
x601	4.02	4.02	4.02	4.02	
x612	4.02	4.02	4.02	4.02	
x616	4.02	4.02	4.02	4.02	
x620	4.02	4.02	4.02	4.02	
x627	4.02	4.02	4.02	4.02	
x632	4.02	4.02	4.02	4.02	
x642	4.02	4.02	4.02	4.02	
x651	4.02	4.02	4.02	4.02	
x654	4.02	4.02	4.02	4.02	
x655	4.02	4.02	4.02	4.02	
x666	4.02	4.02	4.02	4.02	
x667	4.02	4.02	4.02	4.02	
x669	4.02	4.02	4.02	4.02	
x673	4.02	4.02	4.02	4.02	
x693	4.02	4.02	4.02	4.02	
x694	4.02	4.02	4.02	4.02	
x703	4.02	4.02	4.02	4.02	
x711	4.02	4.02	4.02	4.02	
x720	4.02	4.02	4.02	4.02	
x727	4.02	4.02	4.02	4.02	
x738	4.02	4.02	4.02	4.02	
x741	4.02	4.02	4.02	4.02	
x743	4.02	4.02	4.02	4.02	
x744	4.02	4.02	4.02	4.02	
x746	4.02	4.02	4.02	4.02	
x754	4.02	4.02	4.02	4.02	
x757	4.02	4.02	4.02	4.02	
x758	4.02	4.02	4.02	4.02	
x770	4.02	4.02	4.02	4.02	
x781	4.02	4.02	4.02	4.02	
