x522	b	a	c	
x532	b	a	c	
x533	b	a	c	
x559	b	a	c	
x579	b	a	c	
x587	b	a	c	
x599	b	a	c	
x604	b	a	c	
x618	b	a	c	
x621	b	a	c	
x629	b	a	c	
x631	b	a	c	
x633	b	a	c	
x650	b	a	c	
x655	b	a	c	
x663	b	a	c	
x665	b	a	c	
x677	b	a	c	
x681	b	a	c	
x682	b	a	c	
x687	b	a	c	
x697	b	a	c	
x698	b	a	c	
x704	b	a	c	
x705	b	a	c	
x707	b	a	c	
x716	b	a	c	
x720	b	a	c	
x721	b	a	c	
x726	b	a	c	
x727	b	a	c	
x729	b	a	c	
x744	b	a	c	
x758	b	a	c	
x765	b	a	c	
x775	b	a	c	
x801	b	a	c	
x803	b	a	c	
x817	b	a	c	
x820	b	a	c	
x827	b	a	c	
x828	b	a	c	
x848	b	a	c	
x858	b	a	c	
x860	b	a	c	
x866	b	a	c	
x880	b	a	c	
x883	b	a	c	
x885	b	a	c	
x888	b	a	c	
x911	b	a	c	
x918	b	a	c	
x920	b	a	c	
x938	b	a	c	
x944	b	a	c	
x956	b	a	c	
x969	b	a	c	
x970	b	a	c	
x971	b	a	c	
x973	b	a	c	
x977	b	a	c	
x982	b	a	c	
x986	b	a	c	
x989	b	a	c	

Context: 2
X	y10	y11	y15	
x8	b	a	c	
x9	b	a	c	
x14	b	a	c	
x18	b	a	c	
x21	b	a	c	
x27	b	a	c	
x30	b	a	c	
x37	b	a	c	
x40	b	a	c	
x41	b	a	c	
x49	b	a	c	
x55	b	a	c	
x59	b	a	c	
x62	b	a	c	
x84	b	a	c	
x87	b	a	c	
x88	b	a	c	
x93	b	a	c	
x103	b	a	c	
x112	b	a	c	
x122	b	a	c	
x125	b	a	c	
x126	b	a	c	
x127	b	a	c	
x138	b	a	c	
x146	b	a	c	
x150	b	a	c	
x151	b	a	c	
x162	b	a	c	
x163	b	a	c	
x175	b	a	c	
x181	b	a	c	
x187	b	a	c	
x188	b	a	c	
x193	b	a	c	
x198	b	a	c	
x202	b	a	c	
x205	b	a	c	
x206	b	a	c	
x212	b	a	c	
x220	b	a	c	
x230	b	a	c	
x232	b	a	c	
x233	b	a	c	
x236	b	a	c	
x239	b	a	c	
x241	b	a	c	
x245	b	a	c	
x250	b	a	c	
x251	b	a	c	
x256	b	a	c	
x265	b	a	c	
x266	b	a	c	
x267	b	a	c	
x268	b	a	c	
x274	b	a	c	
x291	b	a	c	
x293	b	a	c	
x297	b	a	c	
x298	b	a	c	
x305	b	a	c	
x306	b	a	c	
x307	b	a	c	
x316	b	a	c	
x341	b	a	c	
x348	b	a	c	
x352	b	a	c	
x354	b	a	c	
x355	b	a	c	
x357	b	a	c	
x364	b	a	c	
x375	b	a	c	
x379	b	a	c	
x380	b	a	c	
x390	b	a	c	
x392	b	a	c	
x395	b	a	c	
x402	b	a	c	
x404	b	a	c	
x407	b	a	c	
x411	b	a	c	
x415	b	a	c	
x419	b	a	c	
x431	b	a	c	
x432	b	a	c	
x438	b	a	c	
x452	b	a	c	
x453	b	a	c	
x464	b	a	c	
x470	b	a	c	
x475	b	a	c	
x492	b	a	c	
x513	b	a	c	
x514	b	a	c	
x522	b	a	c	
x532	b	a	c	
x533	b	a	c	
x559	b	a	c	
x579	b	a	c	
x587	b	a	c	
x599	b	a	c	
x604	b	a	c	
x618	b	a	c	
x621	b	a	c	
x629	b	a	c	
x631	b	a	c	
x633	b	a	c	
x650	b	a	c	
x655	b	a	c	
x663	b	a	c	
x665	b	a	c	
x677	b	a	c	
x681	b	a	c	
x682	b	a	c	
x687	b	a	c	
x697	b	a	c	
x698	b	a	c	
x704	b	a	c	
x705	b	a	c	
x707	b	a	c	
x716	b	a	c	
x720	b	a	c	
x721	b	a	c	
x726	b	a	c	
x727	b	a	c	
x729	b	a	c	
x744	b	a	c	
x758	b	a	c	
x765	b	a	c	
x775	b	a	c	
x801	b	a	c	
x803	b	a	c	
x817	b	a	c	
x820	b	a	c	
x827	b	a	c	
x828	b	a	c	
x848	b	a	c	
x858	b	a	c	
x860	b	a	c	
x866	b	a	c	
x880	b	a	c	
x883	b	a	c	
x885	b	a	c	
x888	b	a	c	
x911	b	a	c	
x918	b	a	c	
x920	b	a	c	
x938	b	a	c	
x944	b	a	c	
x956	b	a	c	
x969	b	a	c	
x970	b	a	c	
x971	b	a	c	
x973	b	a	c	
x977	b	a	c	
x982	b	a	c	
x986	b	a	c	
x989	b	a	c	

Tricluster #2
(154, 4, 2), X=[5,17,29,31,34,38,44,57,72,73,77,83,90,91,94,96,99,108,109,111,118,128,135,136,140,142,143,148,158,173,174,182,184,189,197,219,224,225,228,231,235,273,279,303,320,321,324,326,328,332,333,337,345,351,371,373,383,403,406,408,409,412,416,421,427,428,434,437,451,458,460,462,480,508,511,536,541,548,551,567,571,576,581,583,596,611,623,624,634,642,643,646,647,654,664,667,668,672,674,680,692,693,695,696,703,712,713,715,718,730,731,736,738,754,755,760,767,768,782,786,793,805,807,809,816,824,825,834,840,841,845,849,853,857,865,879,887,904,910,915,923,925,926,936,937,941,949,951,952,953,966,983,987,988], Y=[10,13,17,19], Z=[1,2], RowPattern=Constant, ColumnPattern=None, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0 PlaidCoherency=None

Context: 1
X	y10	y13	y17	y19	
x5	b	a	a	b	
x17	b	a	a	b	
x29	b	a	a	b	
x31	b	a	a	b	
x34	b	a	a	b	
x38	b	a	a	b	
x44	b	a	a	b	
x57	b	a	a	b	
x72	b	a	a	b	
x73	b	a	a	b	
x77	b	a	a	b	
x83	b	a	a	b	
x90	b	a	a	b	
x91	b	a	a	b	
x94	b	a	a	b	
x96	b	a	a	b	
x99	b	a	a	b	
x108	b	a	a	b	
x109	b	a	a	b	
x111	b	a	a	b	
x118	b	a	a	b	
x128	b	a	a	b	
x135	b	a	a	b	
x136	b	a	a	b	
x140	b	a	a	b	
x142	b	a	a	b	
x143	b	a	a	b	
x148	b	a	a	b	
x158	b	a	a	b	
x173	b	a	a	b	
x174	b	a	a	b	
x182	b	a	a	b	
x184	b	a	a	b	
x189	b	a	a	b	
x197	b	a	a	b	
x219	b	a	a	b	
x224	b	a	a	b	
x225	b	a	a	b	
x228	b	a	a	b	
x231	b	a	a	b	
x235	b	a	a	b	
x273	b	a	a	b	
x279	b	a	a	b	
x303	b	a	a	b	
x320	b	a	a	b	
x321	b	a	a	b	
x324	b	a	a	b	
x326	b	a	a	b	
x328	b	a	a	b	
x332	b	a	a	b	
x333	b	a	a	b	
x337	b	a	a	b	
x345	b	a	a	b	
x351	b	a	a	b	
x371	b	a	a	b	
x373	b	a	a	b	
x383	b	a	a	b	
x403	b	a	a	b	
x406	b	a	a	b	
x408	b	a	a	b	
x409	b	a	a	b	
x412	b	a	a	b	
x416	b	a	a	b	
x421	b	a	a	b	
x427	b	a	a	b	
x428	b	a	a	b	
x434	b	a	a	b	
x437	b	a	a	b	
x451	b	a	a	b	
x458	b	a	a	b	
x460	b	a	a	b	
x462	b	a	a	b	
x480	b	a	a	b	
x508	b	a	a	b	
x511	b	a	a	b	
x536	b	a	a	b	
x541	b	a	a	b	
x548	b	a	a	b	
x551	b	a	a	b	
x567	b	a	a	b	
x571	b	a	a	b	
x576	b	a	a	b	
x581	b	a	a	b	
x583	b	a	a	b	
x596	b	a	a	b	
x611	b	a	a	b	
x623	b	a	a	b	
x624	b	a	a	b	
x634	b	a	a	b	
x642	b	a	a	b	
x643	b	a	a	b	
x646	b	a	a	b	
x647	b	a	a	b	
x654	b	a	a	b	
x664	b	a	a	b	
x667	b	a	a	b	
x668	b	a	a	b	
x672	b	a	a	b	
x674	b	a	a	b	
x680	b	a	a	b	
x692	b	a	a	b	
x693	b	a	a	b	
x695	b	a	a	b	
x696	b	a	a	b	
x703	b	a	a	b	
x712	b	a	a	b	
x713	b	a	a	b	
x715	b	a	a	b	
x718	b	a	a	b	
x730	b	a	a	b	
x731	b	a	a	b	
x736	b	a	a	b	
x738	b	a	a	b	
x754	b	a	a	b	
x755	b	a	a	b	
x760	b	a	a	b	
x767	b	a	a	b	
x768	b	a	a	b	
x782	b	a	a	b	
x786	b	a	a	b	
x793	b	a	a	b	
x805	b	a	a	b	
x807	b	a	a	b	
x809	b	a	a	b	
x816	b	a	a	b	
x824	b	a	a	b	
x825	b	a	a	b	
x834	b	a	a	b	
x840	b	a	a	b	
x841	b	a	a	b	
x845	b	a	a	b	
x849	b	a	a	b	
x853	b	a	a	b	
x857	b	a	a	b	
x865	b	a	a	b	
x879	b	a	a	b	
x887	b	a	a	b	
x904	b	a	a	b	
x910	b	a	a	b	
x915	b	a	a	b	
x923	b	a	a	b	
x925	b	a	a	b	
x926	b	a	a	b	
x936	b	a	a	b	
x937	b	a	a	b	
x941	b	a	a	b	
x949	b	a	a	b	
x951	b	a	a	b	
x952	b	a	a	b	
x953	b	a	a	b	
x966	b	a	a	b	
x983	b	a	a	b	
x987	b	a	a	b	
x988	b	a	a	b	

Context: 2
X	y10	y13	y17	y19	
x5	b	a	a	b	
x17	b	a	a	b	
x29	b	a	a	b	
x31	b	a	a	b	
x34	b	a	a	b	
x38	b	a	a	b	
x44	b	a	a	b	
x57	b	a	a	b	
x72	b	a	a	b	
x73	b	a	a	b	
x77	b	a	a	b	
x83	b	a	a	b	
x90	b	a	a	b	
x91	b	a	a	b	
x94	b	a	a	b	
x96	b	a	a	b	
x99	b	a	a	b	
x108	b	a	a	b	
x109	b	a	a	b	
x111	b	a	a	b	
x118	b	a	a	b	
x128	b	a	a	b	
x135	b	a	a	b	
x136	b	a	a	b	
x140	b	a	a	b	
x142	b	a	a	b	
x143	b	a	a	b	
x148	b	a	a	b	
x158	b	a	a	b	
x173	b	a	a	b	
x174	b	a	a	b	
x182	b	a	a	b	
x184	b	a	a	b	
x189	b	a	a	b	
x197	b	a	a	b	
x219	b	a	a	b	
x224	b	a	a	b	
x225	b	a	a	b	
x228	b	a	a	b	
x231	b	a	a	b	
x235	b	a	a	b	
x273	b	a	a	b	
x279	b	a	a	b	
x303	b	a	a	b	
x320	b	a	a	b	
x321	b	a	a	b	
x324	b	a	a	b	
x326	b	a	a	b	
x328	b	a	a	b	
x332	b	a	a	b	
x333	b	a	a	b	
x337	b	a	a	b	
x345	b	a	a	b	
x351	b	a	a	b	
x371	b	a	a	b	
x373	b	a	a	b	
x383	b	a	a	b	
x403	b	a	a	b	
x406	b	a	a	b	
x408	b	a	a	b	
x409	b	a	a	b	
x412	b	a	a	b	
x416	b	a	a	b	
x421	b	a	a	b	
x427	b	a	a	b	
x428	b	a	a	b	
x434	b	a	a	b	
x437	b	a	a	b	
x451	b	a	a	b	
x458	b	a	a	b	
x460	b	a	a	b	
x462	b	a	a	b	
x480	b	a	a	b	
x508	b	a	a	b	
x511	b	a	a	b	
x536	b	a	a	b	
x541	b	a	a	b	
x548	b	a	a	b	
x551	b	a	a	b	
x567	b	a	a	b	
x571	b	a	a	b	
x576	b	a	a	b	
x581	b	a	a	b	
x583	b	a	a	b	
x596	b	a	a	b	
x611	b	a	a	b	
x623	b	a	a	b	
x624	b	a	a	b	
x634	b	a	a	b	
x642	b	a	a	b	
x643	b	a	a	b	
x646	b	a	a	b	
x647	b	a	a	b	
x654	b	a	a	b	
x664	b	a	a	b	
x667	b	a	a	b	
x668	b	a	a	b	
x672	b	a	a	b	
x674	b	a	a	b	
x680	b	a	a	b	
x692	b	a	a	b	
x693	b	a	a	b	
x695	b	a	a	b	
x696	b	a	a	b	
x703	b	a	a	b	
x712	b	a	a	b	
x713	b	a	a	b	
x715	b	a	a	b	
x718	b	a	a	b	
x730	b	a	a	b	
x731	b	a	a	b	
x736	b	a	a	b	
x738	b	a	a	b	
x754	b	a	a	b	
x755	b	a	a	b	
x760	b	a	a	b	
x767	b	a	a	b	
x768	b	a	a	b	
x782	b	a	a	b	
x786	b	a	a	b	
x793	b	a	a	b	
x805	b	a	a	b	
x807	b	a	a	b	
x809	b	a	a	b	
x816	b	a	a	b	
x824	b	a	a	b	
x825	b	a	a	b	
x834	b	a	a	b	
x840	b	a	a	b	
x841	b	a	a	b	
x845	b	a	a	b	
x849	b	a	a	b	
x853	b	a	a	b	
x857	b	a	a	b	
x865	b	a	a	b	
x879	b	a	a	b	
x887	b	a	a	b	
x904	b	a	a	b	
x910	b	a	a	b	
x915	b	a	a	b	
x923	b	a	a	b	
x925	b	a	a	b	
x926	b	a	a	b	
x936	b	a	a	b	
x937	b	a	a	b	
x941	b	a	a	b	
x949	b	a	a	b	
x951	b	a	a	b	
x952	b	a	a	b	
x953	b	a	a	b	
x966	b	a	a	b	
x983	b	a	a	b	
x987	b	a	a	b	
x988	b	a	a	b	


*** Mixed triclusters *** 

Tricluster #4
(164, 5, 2), X=[2,7,11,19,23,24,26,36,39,47,60,61,63,64,71,81,86,113,117,119,123,132,133,137,147,149,152,157,164,166,167,170,176,191,204,210,211,216,226,234,253,258,262,269,270,277,281,282,283,286,289,302,314,315,327,336,359,361,363,369,374,376,377,378,387,389,391,400,410,413,422,433,436,447,449,463,466,468,469,473,482,486,488,490,493,495,496,501,504,512,518,530,537,539,540,562,564,572,574,582,588,594,597,602,609,610,615,616,622,626,637,644,661,685,691,701,709,722,732,737,740,746,748,751,756,766,772,773,774,776,777,785,794,800,802,811,812,813,821,832,836,838,847,850,854,859,871,884,889,891,893,896,902,906,908,914,930,931,932,943,965,980,990,999], Numeric Columns=[1,8], Symbolic Columns=[10,14,19], Z=[0,1],
Numeric Properties:  RowPattern=Constant, ColumnPattern=None, ContextPattern=Constant, PlaidCoherency=No Overlapping
Symbolic Properties:  RowPattern=Constant, ColumnPattern=None
 ContextPattern=Constant,%Missings=0, %Noise=0, %Errors=0,

Context: 0
X	y1	y8	y10	y14	y19	
x2	9.76	3.94	b	b	b	
x7	9.76	3.94	b	b	b	
x11	9.76	3.94	b	b	b	
x19	9.76	3.94	b	b	b	
x23	9.76	3.94	b	b	b	
x24	9.76	3.94	b	b	b	
x26	9.76	3.94	b	b	b	
x36	9.76	3.94	b	b	b	
x39	9.76	3.94	b	b	b	
x47	9.76	3.94	b	b	b	
x60	9.76	3.94	b	b	b	
x61	9.76	3.94	b	b	b	
x63	9.76	3.94	b	b	b	
x64	9.76	3.94	b	b	b	
x71	9.76	3.94	b	b	b	
x81	9.76	3.94	b	b	b	
x86	9.76	3.94	b	b	b	
x113	9.76	3.94	b	b	b	
x117	9.76	3.94	b	b	b	
x119	9.76	3.94	b	b	b	
x123	9.76	3.94	b	b	b	
x132	9.76	3.94	b	b	b	
x133	9.76	3.94	b	b	b	
x137	9.76	3.94	b	b	b	
x147	9.76	3.94	b	b	b	
x149	9.76	3.94	b	b	b	
x152	9.76	3.94	b	b	b	
x157	9.76	3.94	b	b	b	
x164	9.76	3.94	b	b	b	
x166	9.76	3.94	b	b	b	
x167	9.76	3.94	b	b	b	
x170	9.76	3.94	b	b	b	
x176	9.76	3.94	b	b	b	
x191	9.76	3.94	b	b	b	
x204	9.76	3.94	b	b	b	
x210	9.76	3.94	b	b	b	
x211	9.76	3.94	b	b	b	
x216	9.76	3.94	b	b	b	
x226	9.76	3.94	b	b	b	
x234	9.76	3.94	b	b	b	
x253	9.76	3.94	b	b	b	
x258	9.76	3.94	b	b	b	
x262	9.76	3.94	b	b	b	
x269	9.76	3.94	b	b	b	
x270	9.76	3.94	b	b	b	
x277	9.76	3.94	b	b	b	
x281	9.76	3.94	b	b	b	
x282	9.76	3.94	b	b	b	
x283	9.76	3.94	b	b	b	
x286	9.76	3.94	b	b	b	
x289	9.76	3.94	b	b	b	
x302	9.76	3.94	b	b	b	
x314	9.76	3.94	b	b	b	
x315	9.76	3.94	b	b	b	
x327	9.76	3.94	b	b	b	
x336	9.76	3.94	b	b	b	
x359	9.76	3.94	b	b	b	
x361	9.76	3.94	b	b	b	
x363	9.76	3.94	b	b	b	
x369	9.76	3.94	b	b	b	
x374	9.76	3.94	b	b	b	
x376	9.76	3.94	b	b	b	
x377	9.76	3.94	b	b	b	
x378	9.76	3.94	b	b	b	
x387	9.76	3.94	b	b	b	
x389	9.76	3.94	b	b	b	
x391	9.76	3.94	b	b	b	
x400	9.76	3.94	b	b	b	
x410	9.76	3.94	b	b	b	
x413	9.76	3.94	b	b	b	
x422	9.76	3.94	b	b	b	
x433	9.76	3.94	b	b	b	
x436	9.76	3.94	b	b	b	
x447	9.76	3.94	b	b	b	
x449	9.76	3.94	b	b	b	
x463	9.76	3.94	b	b	b	
x466	9.76	3.94	b	b	b	
x468	9.76	3.94	b	b	b	
x469	9.76	3.94	b	b	b	
x473	9.76	3.94	b	b	b	
x482	9.76	3.94	b	b	b	
x486	9.76	3.94	b	b	b	
x488	9.76	3.94	b	b	b	
x490	9.76	3.94	b	b	b	
x493	9.76	3.94	b	b	b	
x495	9.76	3.94	b	b	b	
x496	9.76	3.94	b	b	b	
x501	9.76	3.94	b	b	b	
x504	9.76	3.94	b	b	b	
x512	9.76	3.94	b	b	b	
x518	9.76	3.94	b	b	b	
x530	9.76	3.94	b	b	b	
x537	9.76	3.94	b	b	b	
x539	9.76	3.94	b	b	b	
x540	9.76	3.94	b	b	b	
x562	9.76	3.94	b	b	b	
x564	9.76	3.94	b	b	b	
x572	9.76	3.94	b	b	b	
x574	9.76	3.94	b	b	b	
x582	9.76	3.94	b	b	b	
x588	9.76	3.94	b	b	b	
x594	9.76	3.94	b	b	b	
x597	9.76	3.94	b	b	b	
x602	9.76	3.94	b	b	b	
x609	9.76	3.94	b	b	b	
x610	9.76	3.94	b	b	b	
x615	9.76	3.94	b	b	b	
x616	9.76	3.94	b	b	b	
x622	9.76	3.94	b	b	b	
x626	9.76	3.94	b	b	b	
x637	9.76	3.94	b	b	b	
x644	9.76	3.94	b	b	b	
x661	9.76	3.94	b	b	b	
x685	9.76	3.94	b	b	b	
x691	9.76	3.94	b	b	b	
x701	9.76	3.94	b	b	b	
x709	9.76	3.94	b	b	b	
x722	9.76	3.94	b	b	b	
x732	9.76	3.94	b	b	b	
x737	9.76	3.94	b	b	b	
x740	9.76	3.94	b	b	b	
x746	9.76	3.94	b	b	b	
x748	9.76	3.94	b	b	b	
x751	9.76	3.94	b	b	b	
x756	9.76	3.94	b	b	b	
x766	9.76	3.94	b	b	b	
x772	9.76	3.94	b	b	b	
x773	9.76	3.94	b	b	b	
x774	9.76	3.94	b	b	b	
x776	9.76	3.94	b	b	b	
x777	9.76	3.94	b	b	b	
x785	9.76	3.94	b	b	b	
x794	9.76	3.94	b	b	b	
x800	9.76	3.94	b	b	b	
x802	9.76	3.94	b	b	b	
x811	9.76	3.94	b	b	b	
x812	9.76	3.94	b	b	b	
x813	9.76	3.94	b	b	b	
x821	9.76	3.94	b	b	b	
x832	9.76	3.94	b	b	b	
x836	9.76	3.94	b	b	b	
x838	9.76	3.94	b	b	b	
x847	9.76	3.94	b	b	b	
x850	9.76	3.94	b	b	b	
x854	9.76	3.94	b	b	b	
x859	9.76	3.94	b	b	b	
x871	9.76	3.94	b	b	b	
x884	9.76	3.94	b	b	b	
x889	9.76	3.94	b	b	b	
x891	9.76	3.94	b	b	b	
x893	9.76	3.94	b	b	b	
x896	9.76	3.94	b	b	b	
x902	9.76	3.94	b	b	b	
x906	9.76	3.94	b	b	b	
x908	9.76	3.94	b	b	b	
x914	9.76	3.94	b	b	b	
x930	9.76	3.94	b	b	b	
x931	9.76	3.94	b	b	b	
x932	9.76	3.94	b	b	b	
x943	9.76	3.94	b	b	b	
x965	9.76	3.94	b	b	b	
x980	9.76	3.94	b	b	b	
x990	9.76	3.94	b	b	b	
x999	9.76	3.94	b	b	b	

Context: 1
X	y1	y8	y10	y14	y19	
x2	9.76	3.94	b	b	b	
x7	9.76	3.94	b	b	b	
x11	9.76	3.94	b	b	b	
x19	9.76	3.94	b	b	b	
x23	9.76	3.94	b	b	b	
x24	9.76	3.94	b	b	b	
x26	9.76	3.94	b	b	b	
x36	9.76	3.94	b	b	b	
x39	9.76	3.94	b	b	b	
x47	9.76	3.94	b	b	b	
x60	9.76	3.94	b	b	b	
x61	9.76	3.94	b	b	b	
x63	9.76	3.94	b	b	b	
x64	9.76	3.94	b	b	b	
x71	9.76	3.94	b	b	b	
x81	9.76	3.94	b	b	b	
x86	9.76	3.94	b	b	b	
x113	9.76	3.94	b	b	b	
x117	9.76	3.94	b	b	b	
x119	9.76	3.94	b	b	b	
x123	9.76	3.94	b	b	b	
x132	9.76	3.94	b	b	b	
x133	9.76	3.94	b	b	b	
x137	9.76	3.94	b	b	b	
x147	9.76	3.94	b	b	b	
x149	9.76	3.94	b	b	b	
x152	9.76	3.94	b	b	b	
x157	9.76	3.94	b	b	b	
x164	9.76	3.94	b	b	b	
x166	9.76	3.94	b	b	b	
x167	9.76	3.94	b	b	b	
x170	9.76	3.94	b	b	b	
x176	9.76	3.94	b	b	b	
x191	9.76	3.94	b	b	b	
x204	9.76	3.94	b	b	b	
x210	9.76	3.94	b	b	b	
x211	9.76	3.94	b	b	b	
x216	9.76	3.94	b	b	b	
x226	9.76	3.94	b	b	b	
x234	9.76	3.94	b	b	b	
x253	9.76	3.94	b	b	b	
x258	9.76	3.94	b	b	b	
x262	9.76	3.94	b	b	b	
x269	9.76	3.94	b	b	b	
x270	9.76	3.94	b	b	b	
x277	9.76	3.94	b	b	b	
x281	9.76	3.94	b	b	b	
x282	9.76	3.94	b	b	b	
x283	9.76	3.94	b	b	b	
x286	9.76	3.94	b	b	b	
x289	9.76	3.94	b	b	b	
x302	9.76	3.94	b	b	b	
x314	9.76	3.94	b	b	b	
x315	9.76	3.94	b	b	b	
x327	9.76	3.94	b	b	b	
x336	9.76	3.94	b	b	b	
x359	9.76	3.94	b	b	b	
x361	9.76	3.94	b	b	b	
x363	9.76	3.94	b	b	b	
x369	9.76	3.94	b	b	b	
x374	9.76	3.94	b	b	b	
x376	9.76	3.94	b	b	b	
x377	9.76	3.94	b	b	b	
x378	9.76	3.94	b	b	b	
x387	9.76	3.94	b	b	b	
x389	9.76	3.94	b	b	b	
x391	9.76	3.94	b	b	b	
x400	9.76	3.94	b	b	b	
x410	9.76	3.94	b	b	b	
x413	9.76	3.94	b	b	b	
x422	9.76	3.94	b	b	b	
x433	9.76	3.94	b	b	b	
x436	9.76	3.94	b	b	b	
x447	9.76	3.94	b	b	b	
x449	9.76	3.94	b	b	b	
x463	9.76	3.94	b	b	b	
x466	9.76	3.94	b	b	b	
x468	9.76	3.94	b	b	b	
x469	9.76	3.94	b	b	b	
x473	9.76	3.94	b	b	b	
x482	9.76	3.94	b	b	b	
x486	9.76	3.94	b	b	b	
x488	9.76	3.94	b	b	b	
x490	9.76	3.94	b	b	b	
x493	9.76	3.94	b	b	b	
x495	9.76	3.94	b	b	b	
x496	9.76	3.94	b	b	b	
x501	9.76	3.94	b	b	b	
x504	9.76	3.94	b	b	b	
x512	9.76	3.94	b	b	b	
x518	9.76	3.94	b	b	b	
x530	9.76	3.94	b	b	b	
x537	9.76	3.94	b	b	b	
x539	9.76	3.94	b	b	b	
x540	9.76	3.94	b	b	b	
x562	9.76	3.94	b	b	b	
x564	9.76	3.94	b	b	b	
x572	9.76	3.94	b	b	b	
x574	9.76	3.94	b	b	b	
x582	9.76	3.94	b	b	b	
x588	9.76	3.94	b	b	b	
x594	9.76	3.94	b	b	b	
x597	9.76	3.94	b	b	b	
x602	9.76	3.94	b	b	b	
x609	9.76	3.94	b	b	b	
x610	9.76	3.94	b	b	b	
x615	9.76	3.94	b	b	b	
x616	9.76	3.94	b	b	b	
x622	9.76	3.94	b	b	b	
x626	9.76	3.94	b	b	b	
x637	9.76	3.94	b	b	b	
x644	9.76	3.94	b	b	b	
x661	9.76	3.94	b	b	b	
x685	9.76	3.94	b	b	b	
x691	9.76	3.94	b	b	b	
x701	9.76	3.94	b	b	b	
x709	9.76	3.94	b	b	b	
x722	9.76	3.94	b	b	b	
x732	9.76	3.94	b	b	b	
x737	9.76	3.94	b	b	b	
x740	9.76	3.94	b	b	b	
x746	9.76	3.94	b	b	b	
x748	9.76	3.94	b	b	b	
x751	9.76	3.94	b	b	b	
x756	9.76	3.94	b	b	b	
x766	9.76	3.94	b	b	b	
x772	9.76	3.94	b	b	b	
x773	9.76	3.94	b	b	b	
x774	9.76	3.94	b	b	b	
x776	9.76	3.94	b	b	b	
x777	9.76	3.94	b	b	b	
x785	9.76	3.94	b	b	b	
x794	9.76	3.94	b	b	b	
x800	9.76	3.94	b	b	b	
x802	9.76	3.94	b	b	b	
x811	9.76	3.94	b	b	b	
x812	9.76	3.94	b	b	b	
x813	9.76	3.94	b	b	b	
x821	9.76	3.94	b	b	b	
x832	9.76	3.94	b	b	b	
x836	9.76	3.94	b	b	b	
x838	9.76	3.94	b	b	b	
x847	9.76	3.94	b	b	b	
x850	9.76	3.94	b	b	b	
x854	9.76	3.94	b	b	b	
x859	9.76	3.94	b	b	b	
x871	9.76	3.94	b	b	b	
x884	9.76	3.94	b	b	b	
x889	9.76	3.94	b	b	b	
x891	9.76	3.94	b	b	b	
x893	9.76	3.94	b	b	b	
x896	9.76	3.94	b	b	b	
x902	9.76	3.94	b	b	b	
x906	9.76	3.94	b	b	b	
x908	9.76	3.94	b	b	b	
x914	9.76	3.94	b	b	b	
x930	9.76	3.94	b	b	b	
x931	9.76	3.94	b	b	b	
x932	9.76	3.94	b	b	b	
x943	9.76	3.94	b	b	b	
x965	9.76	3.94	b	b	b	
x980	9.76	3.94	b	b	b	
x990	9.76	3.94	b	b	b	
x999	9.76	3.94	b	b	b	

